,name,citygrpid,cityid,b_01_Home Value,b_01_Home Age,b_01_Home SQFT,b_01_Med Income,b_01_Pct. Poverty,b_01_Pct. Black,b_01_Pct. White,b_01_Pop Density,b_01_Pct over 65yrs,b_01_Lg Apartment,b_01_Condo,b_01_Multiplex,b_01_Historic Bldg,b_01_Hi Rise Bldg,b_01_Pool,b_02_Home Value,b_02_Home Age,b_02_Home SQFT,b_02_Med Income,b_02_Pct. Poverty,b_02_Pct. Black,b_02_Pct. White,b_02_Pop Density,b_02_Pct over 65yrs,b_02_Lg Apartment,b_02_Condo,b_02_Multiplex,b_02_Historic Bldg,b_02_Hi Rise Bldg,b_02_Pool,b_03_Home Value,b_03_Home Age,b_03_Home SQFT,b_03_Med Income,b_03_Pct. Poverty,b_03_Pct. Black,b_03_Pct. White,b_03_Pop Density,b_03_Pct over 65yrs,b_03_Lg Apartment,b_03_Condo,b_03_Multiplex,b_03_Historic Bldg,b_03_Hi Rise Bldg,b_03_Pool,b_4_zHome Value,b_4_zHome Age,b_4_zHome SQFT,b_4_zMed Income,b_4_zPct. Poverty,b_4_zPct. Black,b_4_zPct. White,b_4_zPop Density,b_4_zPct over 65yrs,b_4_aLg Apartment,b_4_cCondo,b_4_mMultiplex,b_4_hHistoric Bldg,b_4_hHi Rise Bldg,b_4_pPool,b_5_zHome Value,b_5_zHome Age,b_5_zHome SQFT,b_5_zMed Income,b_5_zPct. Poverty,b_5_zPct. Black,b_5_zPct. White,b_5_zPop Density,b_5_zPct over 65yrs,b_5_aLg Apartment,b_5_cCondo,b_5_mMultiplex,b_5_hHistoric Bldg,b_5_hHi Rise Bldg,b_5_pPool,b_6_zHome Value,b_6_zHome Age,b_6_zHome SQFT,b_6_zMed Income,b_6_zPct. Poverty,b_6_zPct. Black,b_6_zPct. White,b_6_zPop Density,b_6_zPct over 65yrs,b_6_aLg Apartment,b_6_cCondo,b_6_mMultiplex,b_6_hHistoric Bldg,b_6_hHi Rise Bldg,b_6_pPool,b_7_zHome Value,b_7_zHome Age,b_7_zHome SQFT,b_7_zMed Income,b_7_zPct. Poverty,b_7_zPct. Black,b_7_zPct. White,b_7_zPop Density,b_7_zPct over 65yrs,b_7_aLg Apartment,b_7_cCondo,b_7_mMultiplex,b_7_hHistoric Bldg,b_7_hHi Rise Bldg,b_7_pPool,b_8_zHome Value,b_8_zHome Age,b_8_zHome SQFT,b_8_zMed Income,b_8_zPct. Poverty,b_8_zPct. Black,b_8_zPct. White,b_8_zPop Density,b_8_zPct over 65yrs,b_8_aLg Apartment,b_8_cCondo,b_8_mMultiplex,b_8_hHistoric Bldg,b_8_hHi Rise Bldg,b_8_pPool,b_9_zHome Value,b_9_zHome Age,b_9_zHome SQFT,b_9_zMed Income,b_9_zPct. Poverty,b_9_zPct. Black,b_9_zPct. White,b_9_zPop Density,b_9_zPct over 65yrs,b_9_aLg Apartment,b_9_cCondo,b_9_mMultiplex,b_9_hHistoric Bldg,b_9_hHi Rise Bldg,b_9_pPool,b_10_Home Value,b_10_Home Age,b_10_Home SQFT,b_10_Med Income,b_10_Pct. Poverty,b_10_Pct. Black,b_10_Pct. White,b_10_Pop Density,b_10_Pct over 65yrs,b_10_Lg Apartment,b_10_Condo,b_10_Multiplex,b_10_Historic Bldg,b_10_Hi Rise Bldg,b_10_Pool,b_11_Home Value,b_11_Home Age,b_11_Home SQFT,b_11_Med Income,b_11_Pct. Poverty,b_11_Pct. Black,b_11_Pct. White,b_11_Pop Density,b_11_Pct over 65yrs,b_11_Lg Apartment,b_11_Condo,b_11_Multiplex,b_11_Historic Bldg,b_11_Hi Rise Bldg,b_11_Pool,b_12_Home Value,b_12_Home Age,b_12_Home SQFT,b_12_Med Income,b_12_Pct. Poverty,b_12_Pct. Black,b_12_Pct. White,b_12_Pop Density,b_12_Pct over 65yrs,b_12_Lg Apartment,b_12_Condo,b_12_Multiplex,b_12_Historic Bldg,b_12_Hi Rise Bldg,b_12_Pool,b_13_Home Value,b_13_Home Age,b_13_Home SQFT,b_13_Med Income,b_13_Pct. Poverty,b_13_Pct. Black,b_13_Pct. White,b_13_Pop Density,b_13_Pct over 65yrs,b_13_Lg Apartment,b_13_Condo,b_13_Multiplex,b_13_Historic Bldg,b_13_Hi Rise Bldg,b_13_Pool,b_14_Home Value,b_14_Home Age,b_14_Home SQFT,b_14_Med Income,b_14_Pct. Poverty,b_14_Pct. Black,b_14_Pct. White,b_14_Pop Density,b_14_Pct over 65yrs,b_14_Lg Apartment,b_14_Condo,b_14_Multiplex,b_14_Historic Bldg,b_14_Hi Rise Bldg,b_14_Pool,b_16_Home Value,b_16_Home Age,b_16_Home SQFT,b_16_Med Income,b_16_Pct. Poverty,b_16_Pct. Black,b_16_Pct. White,b_16_Pop Density,b_16_Pct over 65yrs,b_16_Lg Apartment,b_16_Condo,b_16_Multiplex,b_16_Historic Bldg,b_16_Hi Rise Bldg,b_16_Pool,b_17_Home Value,b_17_Home Age,b_17_Home SQFT,b_17_Med Income,b_17_Pct. Poverty,b_17_Pct. Black,b_17_Pct. White,b_17_Pop Density,b_17_Pct over 65yrs,b_17_Lg Apartment,b_17_Condo,b_17_Multiplex,b_17_Historic Bldg,b_17_Hi Rise Bldg,b_17_Pool,b_18_Home Value,b_18_Home Age,b_18_Home SQFT,b_18_Med Income,b_18_Pct. Poverty,b_18_Pct. Black,b_18_Pct. White,b_18_Pop Density,b_18_Pct over 65yrs,b_18_Lg Apartment,b_18_Condo,b_18_Multiplex,b_18_Historic Bldg,b_18_Hi Rise Bldg,b_18_Pool,b_19_Home Value,b_19_Home Age,b_19_Home SQFT,b_19_Med Income,b_19_Pct. Poverty,b_19_Pct. Black,b_19_Pct. White,b_19_Pop Density,b_19_Pct over 65yrs,b_19_Lg Apartment,b_19_Condo,b_19_Multiplex,b_19_Historic Bldg,b_19_Hi Rise Bldg,b_19_Pool,b_20_Home Value,b_20_Home Age,b_20_Home SQFT,b_20_Med Income,b_20_Pct. Poverty,b_20_Pct. Black,b_20_Pct. White,b_20_Pop Density,b_20_Pct over 65yrs,b_20_Lg Apartment,b_20_Condo,b_20_Multiplex,b_20_Historic Bldg,b_20_Hi Rise Bldg,b_20_Pool,b_21_Home Value,b_21_Home Age,b_21_Home SQFT,b_21_Med Income,b_21_Pct. Poverty,b_21_Pct. Black,b_21_Pct. White,b_21_Pop Density,b_21_Pct over 65yrs,b_21_Lg Apartment,b_21_Condo,b_21_Multiplex,b_21_Historic Bldg,b_21_Hi Rise Bldg,b_21_Pool,b_22_Home Value,b_22_Home Age,b_22_Home SQFT,b_22_Med Income,b_22_Pct. Poverty,b_22_Pct. Black,b_22_Pct. White,b_22_Pop Density,b_22_Pct over 65yrs,b_22_Lg Apartment,b_22_Condo,b_22_Multiplex,b_22_Historic Bldg,b_22_Hi Rise Bldg,b_22_Pool,b_23_Home Value,b_23_Home Age,b_23_Home SQFT,b_23_Med Income,b_23_Pct. Poverty,b_23_Pct. Black,b_23_Pct. White,b_23_Pop Density,b_23_Pct over 65yrs,b_23_Lg Apartment,b_23_Condo,b_23_Multiplex,b_23_Historic Bldg,b_23_Hi Rise Bldg,b_23_Pool,b_24_Home Value,b_24_Home Age,b_24_Home SQFT,b_24_Med Income,b_24_Pct. Poverty,b_24_Pct. Black,b_24_Pct. White,b_24_Pop Density,b_24_Pct over 65yrs,b_24_Lg Apartment,b_24_Condo,b_24_Multiplex,b_24_Historic Bldg,b_24_Hi Rise Bldg,b_24_Pool,b_25_Home Value,b_25_Home Age,b_25_Home SQFT,b_25_Med Income,b_25_Pct. Poverty,b_25_Pct. Black,b_25_Pct. White,b_25_Pop Density,b_25_Pct over 65yrs,b_25_Lg Apartment,b_25_Condo,b_25_Multiplex,b_25_Historic Bldg,b_25_Hi Rise Bldg,b_25_Pool,b_26_Home Value,b_26_Home Age,b_26_Home SQFT,b_26_Med Income,b_26_Pct. Poverty,b_26_Pct. Black,b_26_Pct. White,b_26_Pop Density,b_26_Pct over 65yrs,b_26_Lg Apartment,b_26_Condo,b_26_Multiplex,b_26_Historic Bldg,b_26_Hi Rise Bldg,b_26_Pool,b_27_Home Value,b_27_Home Age,b_27_Home SQFT,b_27_Med Income,b_27_Pct. Poverty,b_27_Pct. Black,b_27_Pct. White,b_27_Pop Density,b_27_Pct over 65yrs,b_27_Lg Apartment,b_27_Condo,b_27_Multiplex,b_27_Historic Bldg,b_27_Hi Rise Bldg,b_27_Pool,b_28_Home Value,b_28_Home Age,b_28_Home SQFT,b_28_Med Income,b_28_Pct. Poverty,b_28_Pct. Black,b_28_Pct. White,b_28_Pop Density,b_28_Pct over 65yrs,b_28_Lg Apartment,b_28_Condo,b_28_Multiplex,b_28_Historic Bldg,b_28_Hi Rise Bldg,b_28_Pool,b_29_Home Value,b_29_Home Age,b_29_Home SQFT,b_29_Med Income,b_29_Pct. Poverty,b_29_Pct. Black,b_29_Pct. White,b_29_Pop Density,b_29_Pct over 65yrs,b_29_Lg Apartment,b_29_Condo,b_29_Multiplex,b_29_Historic Bldg,b_29_Hi Rise Bldg,b_29_Pool,b_30_Home Value,b_30_Home Age,b_30_Home SQFT,b_30_Med Income,b_30_Pct. Poverty,b_30_Pct. Black,b_30_Pct. White,b_30_Pop Density,b_30_Pct over 65yrs,b_30_Lg Apartment,b_30_Condo,b_30_Multiplex,b_30_Historic Bldg,b_30_Hi Rise Bldg,b_30_Pool,b_31_Home Value,b_31_Home Age,b_31_Home SQFT,b_31_Med Income,b_31_Pct. Poverty,b_31_Pct. Black,b_31_Pct. White,b_31_Pop Density,b_31_Pct over 65yrs,b_31_Lg Apartment,b_31_Condo,b_31_Multiplex,b_31_Historic Bldg,b_31_Hi Rise Bldg,b_31_Pool,b_32_Home Value,b_32_Home Age,b_32_Home SQFT,b_32_Med Income,b_32_Pct. Poverty,b_32_Pct. Black,b_32_Pct. White,b_32_Pop Density,b_32_Pct over 65yrs,b_32_Lg Apartment,b_32_Condo,b_32_Multiplex,b_32_Historic Bldg,b_32_Hi Rise Bldg,b_32_Pool
1,Acton,1,city_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1419271,NA,NA,1.2318649,NA,NA,NA,5.2381215,NA,NA,NA,NA,4.4642024,NA,NA,1.2411692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1418824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1738844,NA,NA,NA,-23.251196,1.1069628,0.44750321,NA,NA,NA,-7.3854289,NA,NA,NA,NA,NA,NA,NA,NA,-34.197819,1.1069314,NA,NA,NA,NA,-7.4355459,NA,NA,NA,NA,NA,NA,NA,NA,-35.840958,1.0959841,NA,NA,NA,NA,-4.5144596,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1688566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49719676,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.2462525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.80610377,NA,16.18812,NA,5.4143386,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46743846,-0.47715509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65699381,-26.199898,1.1726238,NA,NA,NA,NA,-7.3094215,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81657875,-0.53306133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.079109,0.5817154,NA,NA,NA,NA,-9.5954208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47007608,-0.47971848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66169679,NA,-0.47115779,-0.48086727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66312593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3582799,NA,NA,NA,NA,-7.0399308,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50393909,-0.51667458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71055251,-36.043533,1.4544033,NA,NA,NA,NA,-5.3357096,NA,NA,NA,NA,NA,NA,NA,-1.0822661,NA,NA,0.72079343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2944095,NA,NA,NA,NA,18.047409,NA,9.0635767,NA,NA,NA,NA,2.1635027,NA,NA,NA,NA,-0.50163013,-0.50883412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.80653369,NA,0.76230907,-0.63217092,NA,-10.42865,NA,-7.8029447,NA,NA,NA,NA,NA,NA,NA,-1.0219887,NA,NA,1.213629,NA,NA,NA,-5.3725119,NA,NA,NA,NA,NA,NA,NA,NA,-36.209641,1.1388119,0.53700531,NA,NA,NA,-10.388058,NA,NA,NA,NA,NA,NA,NA,NA,-26.502951,1.1830645,NA,NA,NA,NA,-7.328743,NA,NA,NA,NA,NA,NA,NA,NA,-28.833061,NA,NA,NA,NA,NA,-8.4811182,NA,NA,NA,NA,NA,NA,NA,1.233622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Azusa,10,city_10,0.33792409,-0.13581622,-0.29718599,-4.5133657,-1.0195595,-7.6965547,-1.0324763,1.7374465,-1.2143537,0.73957664,0.18787307,0.83650523,NA,2.3571301,-0.79013193,NA,0.20272873,-0.69615787,-2.3973029,-0.89903903,-4.2739811,-1.2146693,0.66206586,-1.1806179,NA,1.2680174,0.15692222,NA,-2.0776582,0.18372141,0.4094936,0.068289407,-0.099108435,-4.0427365,-1.1170433,-7.8659978,-0.36422989,1.1255404,-0.99585426,0.54087192,0.38764614,0.21910164,NA,NA,NA,-0.43118253,0.1180069,-0.21380723,-1.2652174,-1.288638,-9.6187363,-3.4665985,2.7237704,-0.3370055,0.70232052,-0.34426498,0.72687846,NA,1.7917084,NA,0.36821592,-0.10524994,0.15418565,-4.6984506,-0.85180455,-7.4035411,-0.29450965,0.78465366,-0.94406217,-0.16288312,-0.44593918,0.46732461,NA,NA,-0.31153232,0.46021792,0.2039016,-0.39551884,-1.5718788,2.2373521,-1.1127673,0.33624882,-1.1832476,-1.3107767,-0.71908981,-1.547261,1.3033874,NA,3.4084895,-0.45952633,0.15779017,NA,0.18147641,-0.43291998,-0.91054106,NA,0.3229872,2.2539372,-0.63857108,NA,0.84064227,-0.47881794,NA,NA,1.0274214,0.89054507,0.63144076,-0.19927065,-2.5438464,0.13086554,-4.1919475,NA,1.7957449,-0.35402495,-0.65909851,0.42238477,0.22394276,NA,NA,NA,0.35651892,0.22532785,-0.44797516,-2.6095171,-0.53944129,-4.0594702,-0.91197383,0.1767545,-0.84959221,-0.66872841,0.49082181,-0.1915855,NA,NA,NA,NA,-0.084860653,-0.11159974,-1.0439112,-0.068797231,-1.4867343,-0.066832989,1.0575206,-0.21429414,-0.12372508,-0.22972223,0.24675596,NA,2.1017509,-0.21365172,0.59487563,NA,-0.0872382,-2.9214673,-0.84257978,-9.3700132,-2.0164928,1.8106641,-0.60893667,0.42902803,-0.36640173,0.99069542,NA,2.8357158,-0.50512058,0.82301295,0.50477874,NA,-1.4274271,-0.096559577,-4.494442,-0.71996659,2.121367,-0.30245292,-0.44795841,0.47923639,0.24427845,NA,3.8422117,-0.32338375,0.49933979,NA,-0.2043013,-3.354512,-0.90507656,-9.4789572,-1.2185745,1.4424028,-1.199506,0.33917758,-0.38388598,0.46497911,NA,2.7966087,-0.6172027,0.15073718,NA,-0.079868749,-2.2855594,-0.68471116,-3.2048852,0.25698516,1.7441901,-0.18702501,0.17672037,-0.14185841,0.24548061,NA,-2.1385114,NA,0.16658045,0.20941123,-0.42876035,-1.9020182,-0.24156415,-2.7330077,-2.0417757,0.24144556,-0.67830032,0.28473598,1.5850835,0.56662005,NA,-1.8321642,NA,-0.43795633,0.55569619,-0.46929225,NA,1.4438562,-3.4490316,-1.7443768,-1.0885063,-0.951473,-0.19222979,-0.47045097,2.0058942,NA,1.9440448,-0.5126068,0.95244765,-0.12231182,NA,-1.8577734,0.18186338,-3.6821318,-0.83796239,3.6908929,0.53933978,NA,0.30118805,-0.51701856,NA,2.136992,-0.67147243,-0.88206226,NA,-0.36210889,-4.2315402,-0.99707085,-7.1239471,-0.40864196,2.0437753,-0.92396784,1.0418282,0.17782412,1.0098758,NA,2.7317135,-0.5528996,0.21304417,0.29709929,-0.11192929,-0.67582065,-0.40558732,NA,1.366653,1.386326,-1.2525094,0.20581618,1.0127326,-0.35494986,NA,NA,0.39443436,NA,NA,NA,-0.13022979,0.30071118,0.72108549,0.1013695,-0.25153258,0.15336245,-0.36412758,-0.49835613,0.099007115,NA,NA,-0.32057652,0.69701993,NA,0.10472955,-1.7143189,0.31358874,-4.6384521,-1.3554199,2.4828882,NA,1.5555613,0.74156052,1.739105,NA,2.226969,-0.55249143,0.149738,0.081379093,-0.11700927,0.19451694,0.50272924,0.30346406,-0.11484087,0.68318611,-0.043966178,-0.32636949,-0.11843946,0.30800903,NA,0.80310428,-0.14518647,0.44721419,0.096172586,-0.78118461,-1.8425022,-0.22784829,-6.1519651,-1.7297993,0.92815423,-1.0444887,-0.27183029,0.68352807,0.37163028,NA,NA,-0.24143973,0.18867964,0.35862392,-0.4460516,-1.8512708,-0.23043714,0.45343164,0.19941638,1.342925,0.26498392,0.18030804,0.69025695,0.24834912,NA,-2.9543028,NA,-0.064999335,0.079518631,NA,-0.27372333,0.31707656,0.29390535,-0.22234778,0.55356753,-0.1283322,0.27750564,0.46699771,0.51292253,NA,NA,NA,0.057547648,0.15468545,-0.19113672,-1.6716536,-0.24610585,-2.9662313,0.14416394,0.68481559,-0.3777889,-0.23446313,-0.53741735,0.4950808,NA,-1.4519721,NA,NA,0.1609433,-0.40261251,-1.2582698,-0.16767883,-1.4054482,-0.26049724,0.37043327,-0.38783035,0.24419193,0.59324807,0.55516082,NA,-3.8473792,0.23478998,0.22575662,0.1684518,-0.73038185,-0.49852353,0.50033104,0.4247506,0.52992517,0.35970965,-0.73520255,-0.33449957,0.14805976,0.30748615,NA,-2.2517757,0.24074721,0.65830344,-0.21425907,-0.31199068,-3.2885585,-1.0695264,-9.0255022,-1.8590566,2.5928352,-1.0255353,NA,-0.83699173,NA,NA,3.7149901,-0.81880802,-0.078193299,-0.15150924,-0.59186232,-0.90635788,-0.48888156,-1.6414018,-1.685014,1.3497521,-0.71302909,NA,0.46448907,-0.19496343,NA,2.8861203,-0.21128695,0.53691566,0.44678614,NA,-1.0130596,2.3225179,-0.60906214,0.62199944,-2.2722259,-0.83858246,-0.36056077,0.42309758,1.8790659,NA,1.944008,-0.68651444
3,Santa Monica,100,city_100,-0.058826227,-0.014024531,NA,-0.063784912,-0.28328905,0.34893623,0.56163585,0.53598779,0.10254131,0.60707486,0.52187389,0.40131208,0.18231186,1.9995724,NA,-0.1956573,-0.13286805,-0.20400703,-0.1792672,-0.20427816,0.2316253,-0.63102055,0.20818822,-0.13577963,-0.29983455,-0.51657051,NA,-0.53334868,1.5852259,-0.23015851,-0.1875035,-0.12406541,-0.30489802,-0.022723814,-0.032771364,0.60437596,-0.50579804,0.57618666,-0.10383105,-0.42646003,-0.33037367,NA,-0.33105275,1.8601152,-0.51124161,-0.19433288,-0.13610852,-0.32496619,-0.20391944,-0.22095148,-0.090588324,-0.34662911,0.37365451,-0.016769996,-0.051956274,-0.14003007,0.16323282,NA,0.37793183,-0.40891057,-0.24446049,-0.29613799,-0.5442633,-0.40037844,-0.32540816,1.1594118,-0.55630106,1.027052,-0.53069615,-0.64046001,-0.75550056,0.13220887,-0.885813,2.124743,-0.44271708,NA,-0.022771155,0.049082976,NA,-0.28372458,-0.1013748,-0.030134525,0.74355954,0.06622649,0.37454304,0.20426248,0.13779446,-0.39514059,1.5806031,-0.12054684,-0.066449769,-0.056520402,-0.22078042,0.10187733,0.11379456,0.7555151,-0.15941003,0.77681059,-0.028710568,0.40047124,0.55417657,0.65943044,0.5086453,1.976418,-0.35665116,-0.21318644,-0.095669024,-0.09266977,-0.18898603,-0.71302086,-0.35375592,-0.45732984,0.55826575,NA,NA,-0.19243142,0.081903093,-0.27941152,0.93120432,-0.2695165,-0.13685821,-0.06590201,-0.11566057,-0.057015631,-0.26276049,NA,-0.14128044,0.30618322,-0.046694398,0.084319301,0.041593924,0.16742991,NA,NA,-0.12796108,NA,-0.054372132,-0.093489289,-0.030964285,-0.10944989,0.33210909,NA,0.47755548,-0.033154499,0.17444947,0.13346216,0.19130875,NA,1.5721965,-0.112106,-0.21637285,-0.10964759,-0.12610044,-0.13103925,-0.27787471,0.8371613,-0.33210853,0.59541744,-0.19053593,-0.4909597,-0.50035149,-0.10694423,-0.38331389,2.5401068,-0.23109935,-0.2213854,-0.086998366,-0.061617803,-0.017325761,-0.46525806,0.50394386,-0.25823298,1.0313567,-0.15100068,-0.36879012,-0.62933075,-0.19160715,-0.53595906,2.7292736,-0.28757566,-0.16058525,-0.16524811,-0.30778193,-0.058303189,-0.27516773,0.091699041,-0.32947555,0.61229455,-0.16231559,-0.53583217,-0.74945039,-0.12595716,-0.37210613,0.61769056,-0.43839836,-0.030980298,-0.027187616,-0.072717741,-0.049081441,-0.40348718,0.18312827,0.078125045,0.41544873,0.036192909,0.21982662,0.13070042,0.19587079,NA,1.9708591,-0.20367742,-0.10302998,-0.052944817,-0.070032351,-0.10037677,-0.18673684,0.050026901,-0.16121432,0.3539457,-0.05035213,0.10469714,-0.038335115,0.12962428,-0.37661913,1.1986371,-0.17134951,NA,NA,0.20417377,-0.32573059,-0.10708898,1.2808603,0.16757335,1.3517994,0.20316403,1.9748071,1.8785414,0.99217772,-2.603163,2.3222823,-0.68050712,-0.1215222,-0.067921579,-0.03237702,-0.080874301,-0.50544751,-0.22293913,-0.18112044,0.54343528,-0.050819248,-0.046405036,-0.25559026,NA,NA,-0.11830157,-0.228514,-0.021077806,-0.056020033,-0.056660071,-0.042180561,-0.37739506,0.36696482,0.033433557,0.63231301,-0.080183849,0.082944341,-0.10812603,0.12252922,NA,1.3561717,-0.14191759,-0.37133506,-0.13795026,-0.052043442,-0.077862851,-0.73507667,NA,-1.0121106,0.81251645,-0.18222073,-0.18839757,-0.35526985,0.082088113,-1.1019776,2.0264351,-0.47115439,NA,-0.26217911,-0.71236831,0.052552044,0.68103635,0.94295692,0.064298287,0.094414435,-0.23800883,NA,0.10644715,0.34848601,0.95336252,0.99205744,-0.19910924,-0.13764563,-0.051160786,-0.064492822,-0.1368563,-0.31372213,-0.12662858,-0.41056964,0.21158114,0.046074737,0.18592429,0.093914784,0.1743871,-0.46032685,0.74024534,-0.21257861,-0.1370164,-0.078224324,-0.12537645,-0.13431506,-0.25811625,0.030205972,-0.048605699,0.37164095,-0.020803912,NA,-0.10696032,0.049737111,0.26764184,1.1031375,-0.15089233,-0.12476283,-0.080849364,-0.10668615,-0.012328478,-0.10051956,-0.41371253,-0.25424093,0.44560584,-0.047420293,NA,-0.091741063,NA,-0.36644727,1.3634628,-0.19881369,-0.14349142,-0.070809864,-0.10231847,-0.15680835,-0.31541881,0.092532918,-0.12629372,0.3774437,-0.068100043,0.090052009,-0.054438598,0.19931449,-0.39508143,1.3093518,-0.233961,-0.12155671,-0.098667644,-0.13264117,-0.13661411,-0.18246597,0.45587996,-0.23016086,0.62471008,-0.11331449,-0.12983428,-0.15240505,NA,NA,2.5028396,-0.24707028,-0.23703477,-0.12537795,-0.18202685,-0.083800085,-0.52519846,0.31314954,-0.55067497,0.94867343,-0.25215411,-0.562289,-0.76943165,-0.23710856,-0.79801947,1.9609308,-0.4919993,0.021110699,-0.013738243,-0.096582502,-0.075284109,-0.25786543,0.32309088,-0.028897192,0.27694699,-0.041347582,0.17629591,0.13109891,0.16025212,-0.26566127,2.115612,-0.20705566,-0.1423277,-0.06914302,-0.10886819,-0.096695751,-0.049716655,-0.035964373,-0.022671115,0.45160106,-0.010660878,0.11879563,NA,0.10532087,-0.32702792,1.6243219,-0.12415965,NA,-0.08220385,-0.12145644,NA,-0.28021106,-0.084832229,-0.18267365,0.71370524,-0.11993568,-0.090997815,-0.35787904,NA,NA,1.5522105,-0.19123055,-0.064378902,-0.063720331,-0.074261025,-0.082577199,-0.17284206,0.16455235,0.02743938,0.37656862,0.03166157,0.14974611,0.10799554,0.19337225,-0.19803904,1.2790239,-0.16328529,-0.17636481,-0.14272325,-0.1732659,-0.78293782,0.4151727,2.1392298,-1.3500123,-0.095783323,-0.064610213,0.55793124,0.426456,0.58506423,-1.6427034,3.7003789,NA
