,X,name,citygrpid,cityid,b_01_Num Units,b_01_Home Age,b_01_Home SQFT,b_01_Lot Size,b_01_Med Income,b_01_Pct. Poverty,b_01_Pct. Black,b_01_Pct. White,b_01_Pop Density,b_01_Pct over 65yrs,b_01_Pool,b_01_Mobile Home,b_01_Condo,b_01_Multiplex,b_02_Num Units,b_02_Home Age,b_02_Home SQFT,b_02_Lot Size,b_02_Med Income,b_02_Pct. Poverty,b_02_Pct. Black,b_02_Pct. White,b_02_Pop Density,b_02_Pct over 65yrs,b_02_Pool,b_02_Mobile Home,b_02_Condo,b_02_Multiplex,b_03_Num Units,b_03_Home Age,b_03_Home SQFT,b_03_Lot Size,b_03_Med Income,b_03_Pct. Poverty,b_03_Pct. Black,b_03_Pct. White,b_03_Pop Density,b_03_Pct over 65yrs,b_03_Pool,b_03_Mobile Home,b_03_Condo,b_03_Multiplex,b_4_.Units,b_4_.Home.Age,b_4_.Home.SQFT,b_4_.Acres,b_4_zMed Income,b_4_zPct. Poverty,b_4_zPct. Black,b_4_zPct. White,b_4_zPop Density,b_4_zPct over 65yrs,b_4_hPool,b_4_mMobile Home,b_4_aCondo,b_4_mMultiplex,b_5_zNum Units,b_5_zHome Age,b_5_zHome SQFT,b_5_zLot Size,b_5_zMed Income,b_5_zPct. Poverty,b_5_zPct. Black,b_5_zPct. White,b_5_zPop Density,b_5_zPct over 65yrs,b_5_hPool,b_5_mMobile Home,b_5_aCondo,b_5_mMultiplex,b_6_zNum Units,b_6_zHome Age,b_6_zHome SQFT,b_6_zLot Size,b_6_zMed Income,b_6_zPct. Poverty,b_6_zPct. Black,b_6_zPct. White,b_6_zPop Density,b_6_zPct over 65yrs,b_6_hPool,b_6_mMobile Home,b_6_aCondo,b_6_mMultiplex,b_7_zNum Units,b_7_zHome Age,b_7_zHome SQFT,b_7_zLot Size,b_7_zMed Income,b_7_zPct. Poverty,b_7_zPct. Black,b_7_zPct. White,b_7_zPop Density,b_7_zPct over 65yrs,b_7_hPool,b_7_mMobile Home,b_7_aCondo,b_7_mMultiplex,b_8_zNum Units,b_8_zHome Age,b_8_zHome SQFT,b_8_zLot Size,b_8_zMed Income,b_8_zPct. Poverty,b_8_zPct. Black,b_8_zPct. White,b_8_zPop Density,b_8_zPct over 65yrs,b_8_hPool,b_8_mMobile Home,b_8_aCondo,b_8_mMultiplex,b_9_zNum Units,b_9_zHome Age,b_9_zHome SQFT,b_9_zLot Size,b_9_zMed Income,b_9_zPct. Poverty,b_9_zPct. Black,b_9_zPct. White,b_9_zPop Density,b_9_zPct over 65yrs,b_9_hPool,b_9_mMobile Home,b_9_aCondo,b_9_mMultiplex,b_10_Num Units,b_10_Home Age,b_10_Home SQFT,b_10_Lot Size,b_10_Med Income,b_10_Pct. Poverty,b_10_Pct. Black,b_10_Pct. White,b_10_Pop Density,b_10_Pct over 65yrs,b_10_Pool,b_10_Mobile Home,b_10_Condo,b_10_Multiplex,b_11_Num Units,b_11_Home Age,b_11_Home SQFT,b_11_Lot Size,b_11_Med Income,b_11_Pct. Poverty,b_11_Pct. Black,b_11_Pct. White,b_11_Pop Density,b_11_Pct over 65yrs,b_11_Pool,b_11_Mobile Home,b_11_Condo,b_11_Multiplex,b_12_Num Units,b_12_Home Age,b_12_Home SQFT,b_12_Lot Size,b_12_Med Income,b_12_Pct. Poverty,b_12_Pct. Black,b_12_Pct. White,b_12_Pop Density,b_12_Pct over 65yrs,b_12_Pool,b_12_Mobile Home,b_12_Condo,b_12_Multiplex,b_13_Num Units,b_13_Home Age,b_13_Home SQFT,b_13_Lot Size,b_13_Med Income,b_13_Pct. Poverty,b_13_Pct. Black,b_13_Pct. White,b_13_Pop Density,b_13_Pct over 65yrs,b_13_Pool,b_13_Mobile Home,b_13_Condo,b_13_Multiplex,b_14_Num Units,b_14_Home Age,b_14_Home SQFT,b_14_Lot Size,b_14_Med Income,b_14_Pct. Poverty,b_14_Pct. Black,b_14_Pct. White,b_14_Pop Density,b_14_Pct over 65yrs,b_14_Pool,b_14_Mobile Home,b_14_Condo,b_14_Multiplex,b_16_Num Units,b_16_Home Age,b_16_Home SQFT,b_16_Lot Size,b_16_Med Income,b_16_Pct. Poverty,b_16_Pct. Black,b_16_Pct. White,b_16_Pop Density,b_16_Pct over 65yrs,b_16_Pool,b_16_Mobile Home,b_16_Condo,b_16_Multiplex,b_17_Num Units,b_17_Home Age,b_17_Home SQFT,b_17_Lot Size,b_17_Med Income,b_17_Pct. Poverty,b_17_Pct. Black,b_17_Pct. White,b_17_Pop Density,b_17_Pct over 65yrs,b_17_Pool,b_17_Mobile Home,b_17_Condo,b_17_Multiplex,b_18_Num Units,b_18_Home Age,b_18_Home SQFT,b_18_Lot Size,b_18_Med Income,b_18_Pct. Poverty,b_18_Pct. Black,b_18_Pct. White,b_18_Pop Density,b_18_Pct over 65yrs,b_18_Pool,b_18_Mobile Home,b_18_Condo,b_18_Multiplex,b_19_Num Units,b_19_Home Age,b_19_Home SQFT,b_19_Lot Size,b_19_Med Income,b_19_Pct. Poverty,b_19_Pct. Black,b_19_Pct. White,b_19_Pop Density,b_19_Pct over 65yrs,b_19_Pool,b_19_Mobile Home,b_19_Condo,b_19_Multiplex,b_20_Num Units,b_20_Home Age,b_20_Home SQFT,b_20_Lot Size,b_20_Med Income,b_20_Pct. Poverty,b_20_Pct. Black,b_20_Pct. White,b_20_Pop Density,b_20_Pct over 65yrs,b_20_Pool,b_20_Mobile Home,b_20_Condo,b_20_Multiplex,b_21_Num Units,b_21_Home Age,b_21_Home SQFT,b_21_Lot Size,b_21_Med Income,b_21_Pct. Poverty,b_21_Pct. Black,b_21_Pct. White,b_21_Pop Density,b_21_Pct over 65yrs,b_21_Pool,b_21_Mobile Home,b_21_Condo,b_21_Multiplex,b_22_Num Units,b_22_Home Age,b_22_Home SQFT,b_22_Lot Size,b_22_Med Income,b_22_Pct. Poverty,b_22_Pct. Black,b_22_Pct. White,b_22_Pop Density,b_22_Pct over 65yrs,b_22_Pool,b_22_Mobile Home,b_22_Condo,b_22_Multiplex,b_23_Num Units,b_23_Home Age,b_23_Home SQFT,b_23_Lot Size,b_23_Med Income,b_23_Pct. Poverty,b_23_Pct. Black,b_23_Pct. White,b_23_Pop Density,b_23_Pct over 65yrs,b_23_Pool,b_23_Mobile Home,b_23_Condo,b_23_Multiplex,b_24_Num Units,b_24_Home Age,b_24_Home SQFT,b_24_Lot Size,b_24_Med Income,b_24_Pct. Poverty,b_24_Pct. Black,b_24_Pct. White,b_24_Pop Density,b_24_Pct over 65yrs,b_24_Pool,b_24_Mobile Home,b_24_Condo,b_24_Multiplex,b_25_Num Units,b_25_Home Age,b_25_Home SQFT,b_25_Lot Size,b_25_Med Income,b_25_Pct. Poverty,b_25_Pct. Black,b_25_Pct. White,b_25_Pop Density,b_25_Pct over 65yrs,b_25_Pool,b_25_Mobile Home,b_25_Condo,b_25_Multiplex,b_26_Num Units,b_26_Home Age,b_26_Home SQFT,b_26_Lot Size,b_26_Med Income,b_26_Pct. Poverty,b_26_Pct. Black,b_26_Pct. White,b_26_Pop Density,b_26_Pct over 65yrs,b_26_Pool,b_26_Mobile Home,b_26_Condo,b_26_Multiplex,b_27_Num Units,b_27_Home Age,b_27_Home SQFT,b_27_Lot Size,b_27_Med Income,b_27_Pct. Poverty,b_27_Pct. Black,b_27_Pct. White,b_27_Pop Density,b_27_Pct over 65yrs,b_27_Pool,b_27_Mobile Home,b_27_Condo,b_27_Multiplex,b_28_Num Units,b_28_Home Age,b_28_Home SQFT,b_28_Lot Size,b_28_Med Income,b_28_Pct. Poverty,b_28_Pct. Black,b_28_Pct. White,b_28_Pop Density,b_28_Pct over 65yrs,b_28_Pool,b_28_Mobile Home,b_28_Condo,b_28_Multiplex,b_29_Num Units,b_29_Home Age,b_29_Home SQFT,b_29_Lot Size,b_29_Med Income,b_29_Pct. Poverty,b_29_Pct. Black,b_29_Pct. White,b_29_Pop Density,b_29_Pct over 65yrs,b_29_Pool,b_29_Mobile Home,b_29_Condo,b_29_Multiplex,b_30_Num Units,b_30_Home Age,b_30_Home SQFT,b_30_Lot Size,b_30_Med Income,b_30_Pct. Poverty,b_30_Pct. Black,b_30_Pct. White,b_30_Pop Density,b_30_Pct over 65yrs,b_30_Pool,b_30_Mobile Home,b_30_Condo,b_30_Multiplex,b_31_Num Units,b_31_Home Age,b_31_Home SQFT,b_31_Lot Size,b_31_Med Income,b_31_Pct. Poverty,b_31_Pct. Black,b_31_Pct. White,b_31_Pop Density,b_31_Pct over 65yrs,b_31_Pool,b_31_Mobile Home,b_31_Condo,b_31_Multiplex
1,1,Aliso Viejo,1,city_1,85.231834,-3.2896469,-0.41592816,NA,-1.7526186,2.1224368,-0.30403477,0.49196035,0.72338039,0.48271367,-0.53011268,NA,-89.36039,NA,-69.431366,-1.09111,-0.87798238,NA,-0.4008728,1.9305451,NA,0.81505352,0.94237173,-0.59513265,NA,NA,78.283058,4.4217339,NA,NA,NA,NA,NA,-0.008638275,NA,NA,NA,NA,NA,NA,NA,NA,-293.82858,3.0529602,-1.2414851,NA,1.1441206,3.4879861,0.85675365,2.8132811,0.49243352,0.31514671,NA,NA,311.0127,14.825791,NA,NA,-0.6180045,-0.18356541,-2.7871921,0.42609039,NA,NA,-1.5943851,-1.7508326,-0.22326487,NA,NA,NA,-148.79887,-3.3175764,-2.4646034,0.53254998,-3.6148853,2.5568471,NA,1.9947662,1.2762649,-3.0065377,-0.29334781,NA,162.94168,3.1856012,46.512321,-0.79550028,NA,NA,0.231756,-0.34119186,-0.075372383,-0.79713464,NA,0.33243501,NA,NA,-49.14526,-2.1906877,-192.04398,2.8345037,-0.99319035,NA,-1.9640473,2.3121729,0.25449458,2.6152053,0.48222217,-0.16793777,-0.25650308,NA,202.97638,11.620361,85.453751,-7.2650719,-1.0625076,NA,-3.106477,-0.28448844,-0.41659713,1.6520442,1.4576658,-1.5937227,-0.38589713,NA,-83.402695,-7.4404573,84.950172,-2.5710931,-0.90314788,-0.34241799,-5.7324243,-0.89359081,NA,0.84384662,0.3673805,-1.3607969,-0.52787077,NA,-86.612656,NA,199.68161,-3.4042847,-1.4537461,-0.49418771,-3.5262558,1.9844158,0.60612571,0.98195177,NA,-2.9153349,-0.46726003,NA,-211.63217,-6.2415771,133.04872,-5.760057,-1.8899777,0.32501158,-3.5116668,1.5915706,0.35738423,-0.96438807,0.80851144,-1.9700942,-0.33994448,NA,-130.49335,-7.6813579,-311.03036,0.55250996,-1.4283682,0.52775663,-2.1193867,3.3717532,0.15257467,2.0901096,0.76674366,-3.0193069,-0.15291366,NA,333.32162,12.204826,NA,NA,-1.4138638,NA,-3.4912364,NA,0.47624445,NA,NA,-0.21936785,-0.38272023,NA,NA,4.1672597,-208.50578,0.5158152,-0.61168867,NA,-1.3809696,1.197469,-0.65201735,2.433449,1.2457232,-1.0292599,-0.40239415,NA,225.85063,8.5409031,-347.70023,0.57734257,-0.61270422,0.55478835,-2.8297253,0.3924945,NA,3.7403557,0.78662854,-1.96557,NA,NA,381.43533,13.805648,-229.14325,0.99755764,-1.1806697,0.28047961,-4.0777049,1.165031,0.31566522,3.2028944,-0.39528587,-3.0135159,-0.35858271,NA,243.7424,9.8488731,NA,-1.8637323,-1.4929738,NA,-6.4811864,NA,NA,3.5648789,-0.52498502,-3.4248118,-0.51546299,NA,NA,NA,-336.13287,2.5815504,1.0389872,0.2771371,2.1940975,1.7992334,0.87141329,2.6144555,1.9855511,1.2586182,NA,NA,358.87582,17.939171,68.751419,0.85488135,0.55601859,NA,-0.49825504,-0.80414641,0.21101935,-0.74385339,-0.2926529,0.091148466,NA,NA,-75.671722,-1.8058231,-271.1004,3.7411804,-1.742918,NA,-1.7633743,1.4472195,0.10446445,3.1039841,1.1243727,-1.0725248,NA,NA,288.39023,12.838212,-46.211937,-0.57523721,NA,NA,1.0606037,1.4459608,0.53447866,-2.0384078,0.37713805,0.52535945,NA,NA,50.586006,3.9492869,-91.678467,-3.0146534,-2.8578134,-0.33230683,NA,1.1211529,-0.46317041,0.61733311,2.5089436,1.2876041,-0.67927712,NA,101.17507,2.9558663,-135.81577,1.294474,-0.77949733,NA,-1.226723,3.546114,-0.28874207,3.2437594,NA,-1.8772687,-0.60741937,NA,147.4659,8.4514103,157.88939,-2.9631078,-0.52575827,-0.3986409,-4.1368408,NA,NA,-1.176592,2.2802942,NA,-0.50425172,NA,-166.65823,-4.2064805,-69.993057,-2.3933244,-1.0283352,-0.30747253,-0.77759612,1.0363586,0.31480208,1.0728301,2.6030459,0.97079498,-0.67565376,NA,79.090897,5.5166059,NA,-2.0374303,0.45307082,NA,-5.4779987,-0.66001004,0.59421289,0.60321683,0.96700281,-0.77830201,-0.2817305,NA,NA,NA,NA,-1.3028108,1.1671786,NA,-0.50970012,NA,0.43831217,NA,1.7217019,0.9376241,NA,NA,65.194336,4.8064847,132.50734,-2.3903756,NA,-0.32763952,-6.2048893,-1.1871785,-0.26080823,1.6009691,0.53193969,-2.4091539,-0.28394574,NA,-135.27602,-4.0235286,-60.962475,-0.42614248,-0.49844536,NA,-1.137517,NA,0.27051401,NA,0.50887907,-0.23082957,-0.20487224,NA,66.646591,2.7757232
2,2,Fountain Valley,10,city_10,0.20041966,0.12302922,NA,NA,NA,-0.20869046,-0.43448532,-0.033325944,0.31401038,NA,NA,NA,-1.0689744,1.1207246,-0.20244117,0.15670007,-0.19306695,-0.12924153,NA,NA,-0.11462247,0.47569016,0.48896393,-0.2093313,-0.14776245,NA,-0.24815474,1.2390503,0.56933385,0.35753399,0.077876054,NA,NA,0.14482304,0.31267574,-0.20307857,-1.0628544,-0.79501003,-0.14889617,NA,0.3960408,NA,-0.2803711,0.10055971,-0.17913307,-0.41128737,NA,0.33352178,0.47903985,1.3377438,1.2684771,-0.1599461,-0.27304268,7.6881514,NA,NA,-0.38684645,0.32749188,-0.555255,0.29932603,-2.9778905,NA,0.75746882,NA,-0.24079205,0.16420229,NA,-10.654151,1.8057876,0.79525393,0.44606239,NA,NA,0.35521823,-2.8357713,0.19408755,NA,1.2133213,NA,-0.48272368,NA,-6.9872384,0.99958193,0.9610073,-0.87170756,0.64461541,NA,0.35782984,-0.85366243,-0.196896,-0.8324877,0.19196996,0.38681772,-1.7099383,NA,-8.135149,-0.9955709,1.5309962,NA,0.26433283,0.08373034,0.31615582,-2.6251149,-1.4222404,-0.11278021,0.097094193,-0.70117331,0.1431227,-0.097388543,-7.062768,-0.38256773,NA,0.26256925,0.23327565,NA,0.38100818,NA,0.034990251,0.34800351,-0.37723571,-0.46537107,0.24005079,NA,-8.0372276,0.60601848,0.50082809,0.076557845,0.16990015,-0.05623544,-0.12285976,-0.37032342,-0.087640874,0.072780542,0.30863094,-0.10046401,-0.31263161,-0.031784765,2.3828001,-0.077931792,NA,0.55462325,0.60884935,0.19680835,NA,NA,0.97934502,-0.386796,0.92854321,0.73445547,NA,NA,NA,0.53435177,1.1464015,0.32304433,0.44832286,0.33599839,0.42852277,-2.990433,-0.13886921,-0.26455387,0.84491605,0.39996505,NA,0.12515807,-9.2537508,0.20525268,1.3897963,-0.67909068,0.25545102,NA,NA,0.84844023,-0.90667546,0.48612371,-0.61355335,0.40169737,0.65023649,NA,NA,-2.3050976,0.37170309,-0.055682763,0.16804321,-0.065856807,-0.11084472,-0.36751929,-0.19122508,0.20280349,0.23872609,NA,-0.1552664,-0.034572639,1.9546484,-0.090464361,-0.16882016,0.29129067,0.064652771,-0.17083606,NA,-0.96933711,0.04755782,0.54076856,0.24543592,-0.29130256,-0.23434636,NA,NA,0.58323789,0.41874462,-0.95470589,-0.79970849,-0.69280767,-1.3916633,-1.9470916,0.39169371,1.7900972,-0.66707927,0.96649837,NA,-0.44542459,33.166428,0.59183824,NA,0.66540456,0.28164652,0.23312053,0.50428039,NA,0.31468678,-0.67662805,0.47354016,0.17416002,-0.11386911,0.13723671,-10.615243,0.19784039,0.51522452,1.0781202,0.11651719,0.067136593,NA,0.39788669,0.17053804,-0.33221179,0.73390293,-0.12795566,-0.41842148,NA,NA,-0.62758404,NA,-0.30204266,-0.39523333,-0.50175375,NA,-2.9246137,-0.26226014,1.0423034,NA,-0.29786068,0.19197495,-0.21678309,NA,0.80429667,NA,-0.10747156,0.17395234,0.23535854,NA,NA,-0.1753305,0.50025386,-0.5348357,NA,-0.15526083,NA,NA,-0.8759039,-0.35767761,0.11973959,NA,NA,0.67478734,NA,-0.23646851,0.26906696,1.0747304,0.084280171,0.17562127,0.21231389,-15.530147,0.55124915,0.52780437,0.25052729,0.19190833,NA,NA,-0.4620713,-0.08717183,0.069766961,0.33495605,0.089624032,-0.14927298,NA,NA,-0.22882244,0.50042576,0.43138832,0.1488058,-0.13778575,0.18059608,-1.3247377,-0.19444741,0.43705133,0.1359643,-0.31680644,0.073368549,0.05113472,-4.429698,0.49872527,0.75370181,0.15533404,0.082230479,-0.085506886,-0.073062822,-0.27631411,-0.16801041,0.030982722,0.45383346,0.038117696,-0.0789482,-0.033449408,NA,-0.33077323,0.38850603,NA,0.2282995,-0.16815652,NA,-3.0763569,0.090538241,0.81304622,0.61723864,-0.46532887,0.089058734,-0.15615593,NA,0.91134751,NA,0.26229632,0.4699834,0.089104496,NA,NA,0.83954608,0.067841224,0.087854885,NA,0.37544063,-0.072792791,NA,0.78899527,0.35712549,0.24430677,0.081770539,-0.094882376,-0.10328093,-0.60989112,-0.096225619,0.15849316,-0.19175141,-0.052470863,-0.13130088,-0.043673929,2.3424308,NA,0.71003067,0.094504349,0.030144148,-0.084215984,NA,-0.60711956,NA,0.46262094,-0.3206251,-0.13937366,-0.055570528,NA,NA,0.44538608,0.67908162,0.40326765,0.28706244,0.25058341,0.19349129,0.54281008,-0.38562012,-0.56545645,0.19624051,-0.72406399,-0.19901998,NA,-3.983304,-1.0575939,0.55803668,0.30543572,0.14654344,-0.099443942,-0.060662914,-0.47666609,-0.21508072,0.19411097,0.32619792,-0.044687878,-0.099716447,NA,NA,-0.33931008,0.30994833
3,3,Fullerton,11,city_11,0.26708162,0.51368463,-0.19636144,-0.41571894,0.14216579,0.12204449,0.02701807,0.33201763,0.14139451,-0.14951667,-0.37853888,0.40357989,NA,0.32629848,0.21563192,0.70659846,-0.3407664,NA,0.058539748,0.14591454,0.056794457,0.3500964,0.13971029,-0.78454226,-0.43548682,0.88728595,NA,0.20279205,0.33301753,0.96579564,-0.6778816,-0.2196963,-0.36641937,0.30490351,0.18173665,0.43194896,0.15037711,-1.1028581,-0.71397072,-3.024498,-0.31336144,NA,0.13652395,0.83349758,-0.41363037,0.38083509,NA,0.15802197,-0.064102121,NA,0.33371618,-1.0890487,-0.6102761,-2.8491845,0.44491097,-0.28695688,0.44762605,0.82491958,-0.50415623,-0.45981306,-0.93620545,0.15899853,0.26580781,0.24514082,0.47651222,-1.0057741,-0.73258215,-2.5797465,-0.2525672,-0.92098939,0.43630785,0.37367779,-0.05599745,-0.35425088,-0.23494796,0.1364105,-0.59601849,0.086186536,0.26993048,-0.24735248,-0.33790642,2.3972876,0.67068362,0.52572864,0.53360915,1.2754952,-0.39214593,-0.40111676,0.7689628,0.53193271,0.18231045,0.52632153,0.39562657,-0.68914551,-0.78545868,-1.4140297,0.66147083,NA,0.37539718,0.64955485,-0.3405779,NA,0.18485314,0.11796356,-0.066503137,0.25472242,0.4082171,-0.057333615,-0.56062961,1.4530874,0.81746036,0.33692032,0.052529462,0.46808466,-0.26028743,0.37459198,0.054243468,0.24116457,-0.046115458,0.27724406,0.01995326,-0.035493132,0.13029948,-5.4280553,NA,0.11058138,0.24361847,0.55841637,-0.26441887,-0.47183853,-0.1434862,0.28753331,0.05034728,0.66808581,0.16202796,-0.55085909,-0.50339025,0.56522846,0.25076771,0.19724451,0.28541511,0.70822781,-0.52339298,-0.61493516,-0.33594519,0.24038468,0.33568797,1.8716743,0.37922519,-0.68432963,-0.91134465,1.9128873,0.2924175,0.50942773,0.21293744,0.32325298,-0.26281187,-0.96810293,0.77528322,0.10738337,0.068700515,-0.063116223,0.29691496,-0.44622636,-0.53076392,NA,-0.19567758,NA,0.11012316,0.61309886,-0.1767596,-0.66860664,0.84722298,0.33877796,NA,-0.65610796,-0.055880647,-0.99035746,-0.43972412,NA,-0.19999981,NA,0.09246543,0.52747059,-0.37848273,-0.34851292,0.071011655,0.081288829,-0.20997605,NA,0.14086041,-0.1532072,-0.47193798,-0.52617067,0.2147619,NA,0.16025126,0.4547635,-0.21454637,-0.76968807,0.3500517,0.1271072,NA,0.22370072,0.060258947,-0.35363087,-0.29091525,0.55939716,-0.11839856,NA,-0.38172248,0.66092181,NA,0.2883817,0.69540656,0.86732686,-0.076246463,0.97318244,-0.62154025,0.22780281,-0.11321684,1.1502193,0.35108885,1.1197755,0.29483819,0.64360869,-0.43375507,-0.13307698,-0.10841614,0.3898209,0.096852273,0.90048265,0.33652997,-0.092743948,-0.4288606,-4.2248931,0.48051849,0.45523301,0.39900845,0.75873011,-0.45140418,-0.11171253,0.37581453,0.3296845,-0.094632305,0.80666322,0.28415906,0.10818694,-0.551907,NA,0.55471641,0.48198006,0.52423942,1.1432247,-0.058518574,-0.14812505,-0.56241935,0.15531051,NA,1.5277905,0.21719091,-0.30990487,-0.45039326,3.2099323,0.43769076,1.0487994,-0.093061797,-0.032685157,0.10172333,-0.093824662,0.3756645,0.02027669,-0.18835665,-0.199662,-0.062821433,0.46211979,-0.16097783,-6.4696131,-0.64704049,NA,0.082355708,0.84223604,-0.44253686,0.21965708,-0.085785158,0.46845111,-0.22520803,0.16701552,-0.077677891,-0.28121614,-0.17545019,NA,0.63750452,0.67809296,0.19165538,0.62472898,-0.30427393,NA,-0.34616381,0.21609525,0.12411886,1.3483588,0.14094412,-0.65384835,-0.46627393,NA,0.48814008,0.75016189,0.22077279,0.49871114,-0.42302907,0.4041214,-0.44384563,0.17893867,0.13874745,1.6167367,0.060172092,-0.63921547,NA,0.57507265,0.29854962,1.1835763,0.097646184,0.42478669,-0.43713784,-0.53079802,-0.12677403,0.13880894,-0.098964565,0.45026132,0.13833936,-0.41329211,-0.35464853,0.8226068,-0.25942069,-0.090183638,0.26205173,0.40622577,-0.39778486,-0.23174471,NA,0.14394233,-0.34773096,0.92973477,0.33121008,-0.061330613,-0.1892851,-3.1735258,0.94518262,0.62317234,-0.066633791,0.72863734,-0.61219364,0.47281396,-0.51689959,0.25217733,0.11895855,0.21173395,0.03512305,-0.25990847,-0.38664851,NA,-0.4061808,-0.14815621,0.18115605,0.62806255,-0.16745977,-0.28402469,0.11693045,0.11747326,-0.33401871,NA,NA,-0.36131638,-0.15410824,NA,NA,NA,0.31699347,1.0655853,-0.66594386,0.23695396,-0.68875557,0.26101461,0.26782244,1.3592263,0.18180595,-0.59791917,-0.22890173,NA,0.11849409,0.67628348,0.20501426,0.5181638,-0.33906716,-0.59108597,0.30990744,0.13531409,-0.067855,0.7073186,0.30026093,-1.0470657,-0.65193379,1.4359436,0.14416359,0.20103449,0.21166971,0.33161941,-0.16866116,-0.18241073,0.14427386,0.15635812,-0.038394403,0.3304233,0.13502137,NA,-0.25577757,NA,NA,0.21002267
