,name,citygrpid,cityid,b_01_Home Age,b_01_Lot Size,b_01_Num Units,b_01_Med Income,b_01_Pct. Poverty,b_01_Pct. Black,b_01_Pct. White,b_01_Pop Density,b_01_Pct over 65yrs,b_01_Pool,b_01_Mobile Home,b_01_Apartment,b_01_Condo,b_01_Multiplex,b_02_Home Age,b_02_Lot Size,b_02_Num Units,b_02_Med Income,b_02_Pct. Poverty,b_02_Pct. Black,b_02_Pct. White,b_02_Pop Density,b_02_Pct over 65yrs,b_02_Pool,b_02_Mobile Home,b_02_Apartment,b_02_Condo,b_02_Multiplex,b_03_Home Age,b_03_Lot Size,b_03_Num Units,b_03_Med Income,b_03_Pct. Poverty,b_03_Pct. Black,b_03_Pct. White,b_03_Pop Density,b_03_Pct over 65yrs,b_03_Pool,b_03_Mobile Home,b_03_Apartment,b_03_Condo,b_03_Multiplex,b_4_zHome Age,b_4_zLot Size,b_4_zNum Units,b_4_zMed Income,b_4_zPct. Poverty,b_4_zPct. Black,b_4_zPct. White,b_4_zPop Density,b_4_zPct over 65yrs,b_4_hPool,b_4_mMobile Home,b_4_aApartment,b_4_cCondo,b_4_mMultiplex,b_5_zHome Age,b_5_zLot Size,b_5_zNum Units,b_5_zMed Income,b_5_zPct. Poverty,b_5_zPct. Black,b_5_zPct. White,b_5_zPop Density,b_5_zPct over 65yrs,b_5_hPool,b_5_mMobile Home,b_5_aApartment,b_5_cCondo,b_5_mMultiplex,b_6_zHome Age,b_6_zLot Size,b_6_zNum Units,b_6_zMed Income,b_6_zPct. Poverty,b_6_zPct. Black,b_6_zPct. White,b_6_zPop Density,b_6_zPct over 65yrs,b_6_hPool,b_6_mMobile Home,b_6_aApartment,b_6_cCondo,b_6_mMultiplex,b_7_zHome Age,b_7_zLot Size,b_7_zNum Units,b_7_zMed Income,b_7_zPct. Poverty,b_7_zPct. Black,b_7_zPct. White,b_7_zPop Density,b_7_zPct over 65yrs,b_7_hPool,b_7_mMobile Home,b_7_aApartment,b_7_cCondo,b_7_mMultiplex,b_8_zHome Age,b_8_zLot Size,b_8_zNum Units,b_8_zMed Income,b_8_zPct. Poverty,b_8_zPct. Black,b_8_zPct. White,b_8_zPop Density,b_8_zPct over 65yrs,b_8_hPool,b_8_mMobile Home,b_8_aApartment,b_8_cCondo,b_8_mMultiplex,b_9_zHome Age,b_9_zLot Size,b_9_zNum Units,b_9_zMed Income,b_9_zPct. Poverty,b_9_zPct. Black,b_9_zPct. White,b_9_zPop Density,b_9_zPct over 65yrs,b_9_hPool,b_9_mMobile Home,b_9_aApartment,b_9_cCondo,b_9_mMultiplex,b_10_Home Age,b_10_Lot Size,b_10_Num Units,b_10_Med Income,b_10_Pct. Poverty,b_10_Pct. Black,b_10_Pct. White,b_10_Pop Density,b_10_Pct over 65yrs,b_10_Pool,b_10_Mobile Home,b_10_Apartment,b_10_Condo,b_10_Multiplex,b_11_Home Age,b_11_Lot Size,b_11_Num Units,b_11_Med Income,b_11_Pct. Poverty,b_11_Pct. Black,b_11_Pct. White,b_11_Pop Density,b_11_Pct over 65yrs,b_11_Pool,b_11_Mobile Home,b_11_Apartment,b_11_Condo,b_11_Multiplex,b_12_Home Age,b_12_Lot Size,b_12_Num Units,b_12_Med Income,b_12_Pct. Poverty,b_12_Pct. Black,b_12_Pct. White,b_12_Pop Density,b_12_Pct over 65yrs,b_12_Pool,b_12_Mobile Home,b_12_Apartment,b_12_Condo,b_12_Multiplex,b_13_Home Age,b_13_Lot Size,b_13_Num Units,b_13_Med Income,b_13_Pct. Poverty,b_13_Pct. Black,b_13_Pct. White,b_13_Pop Density,b_13_Pct over 65yrs,b_13_Pool,b_13_Mobile Home,b_13_Apartment,b_13_Condo,b_13_Multiplex,b_14_Home Age,b_14_Lot Size,b_14_Num Units,b_14_Med Income,b_14_Pct. Poverty,b_14_Pct. Black,b_14_Pct. White,b_14_Pop Density,b_14_Pct over 65yrs,b_14_Pool,b_14_Mobile Home,b_14_Apartment,b_14_Condo,b_14_Multiplex,b_16_Home Age,b_16_Lot Size,b_16_Num Units,b_16_Med Income,b_16_Pct. Poverty,b_16_Pct. Black,b_16_Pct. White,b_16_Pop Density,b_16_Pct over 65yrs,b_16_Pool,b_16_Mobile Home,b_16_Apartment,b_16_Condo,b_16_Multiplex,b_17_Home Age,b_17_Lot Size,b_17_Num Units,b_17_Med Income,b_17_Pct. Poverty,b_17_Pct. Black,b_17_Pct. White,b_17_Pop Density,b_17_Pct over 65yrs,b_17_Pool,b_17_Mobile Home,b_17_Apartment,b_17_Condo,b_17_Multiplex,b_18_Home Age,b_18_Lot Size,b_18_Num Units,b_18_Med Income,b_18_Pct. Poverty,b_18_Pct. Black,b_18_Pct. White,b_18_Pop Density,b_18_Pct over 65yrs,b_18_Pool,b_18_Mobile Home,b_18_Apartment,b_18_Condo,b_18_Multiplex,b_19_Home Age,b_19_Lot Size,b_19_Num Units,b_19_Med Income,b_19_Pct. Poverty,b_19_Pct. Black,b_19_Pct. White,b_19_Pop Density,b_19_Pct over 65yrs,b_19_Pool,b_19_Mobile Home,b_19_Apartment,b_19_Condo,b_19_Multiplex,b_20_Home Age,b_20_Lot Size,b_20_Num Units,b_20_Med Income,b_20_Pct. Poverty,b_20_Pct. Black,b_20_Pct. White,b_20_Pop Density,b_20_Pct over 65yrs,b_20_Pool,b_20_Mobile Home,b_20_Apartment,b_20_Condo,b_20_Multiplex,b_21_Home Age,b_21_Lot Size,b_21_Num Units,b_21_Med Income,b_21_Pct. Poverty,b_21_Pct. Black,b_21_Pct. White,b_21_Pop Density,b_21_Pct over 65yrs,b_21_Pool,b_21_Mobile Home,b_21_Apartment,b_21_Condo,b_21_Multiplex,b_22_Home Age,b_22_Lot Size,b_22_Num Units,b_22_Med Income,b_22_Pct. Poverty,b_22_Pct. Black,b_22_Pct. White,b_22_Pop Density,b_22_Pct over 65yrs,b_22_Pool,b_22_Mobile Home,b_22_Apartment,b_22_Condo,b_22_Multiplex,b_23_Home Age,b_23_Lot Size,b_23_Num Units,b_23_Med Income,b_23_Pct. Poverty,b_23_Pct. Black,b_23_Pct. White,b_23_Pop Density,b_23_Pct over 65yrs,b_23_Pool,b_23_Mobile Home,b_23_Apartment,b_23_Condo,b_23_Multiplex,b_24_Home Age,b_24_Lot Size,b_24_Num Units,b_24_Med Income,b_24_Pct. Poverty,b_24_Pct. Black,b_24_Pct. White,b_24_Pop Density,b_24_Pct over 65yrs,b_24_Pool,b_24_Mobile Home,b_24_Apartment,b_24_Condo,b_24_Multiplex,b_25_Home Age,b_25_Lot Size,b_25_Num Units,b_25_Med Income,b_25_Pct. Poverty,b_25_Pct. Black,b_25_Pct. White,b_25_Pop Density,b_25_Pct over 65yrs,b_25_Pool,b_25_Mobile Home,b_25_Apartment,b_25_Condo,b_25_Multiplex,b_26_Home Age,b_26_Lot Size,b_26_Num Units,b_26_Med Income,b_26_Pct. Poverty,b_26_Pct. Black,b_26_Pct. White,b_26_Pop Density,b_26_Pct over 65yrs,b_26_Pool,b_26_Mobile Home,b_26_Apartment,b_26_Condo,b_26_Multiplex,b_27_Home Age,b_27_Lot Size,b_27_Num Units,b_27_Med Income,b_27_Pct. Poverty,b_27_Pct. Black,b_27_Pct. White,b_27_Pop Density,b_27_Pct over 65yrs,b_27_Pool,b_27_Mobile Home,b_27_Apartment,b_27_Condo,b_27_Multiplex,b_28_Home Age,b_28_Lot Size,b_28_Num Units,b_28_Med Income,b_28_Pct. Poverty,b_28_Pct. Black,b_28_Pct. White,b_28_Pop Density,b_28_Pct over 65yrs,b_28_Pool,b_28_Mobile Home,b_28_Apartment,b_28_Condo,b_28_Multiplex,b_29_Home Age,b_29_Lot Size,b_29_Num Units,b_29_Med Income,b_29_Pct. Poverty,b_29_Pct. Black,b_29_Pct. White,b_29_Pop Density,b_29_Pct over 65yrs,b_29_Pool,b_29_Mobile Home,b_29_Apartment,b_29_Condo,b_29_Multiplex,b_30_Home Age,b_30_Lot Size,b_30_Num Units,b_30_Med Income,b_30_Pct. Poverty,b_30_Pct. Black,b_30_Pct. White,b_30_Pop Density,b_30_Pct over 65yrs,b_30_Pool,b_30_Mobile Home,b_30_Apartment,b_30_Condo,b_30_Multiplex,b_31_Home Age,b_31_Lot Size,b_31_Num Units,b_31_Med Income,b_31_Pct. Poverty,b_31_Pct. Black,b_31_Pct. White,b_31_Pop Density,b_31_Pct over 65yrs,b_31_Pool,b_31_Mobile Home,b_31_Apartment,b_31_Condo,b_31_Multiplex
1,Adelanto,1,city_1,NA,NA,NA,4.7444434,2.6976218,-1.7198483,2.8483284,4.9169765,1.0724162,NA,-0.59525257,NA,NA,NA,0.8179276,NA,1.358202,-1.9834312,-0.90274864,NA,1.3845469,3.953331,0.49734488,NA,NA,2.8858018,NA,3.123544,0.47948539,NA,0.98580974,-8.6861219,-5.8583703,3.8942146,-2.1543765,-6.5520539,-2.116596,NA,0.80505508,2.1586511,NA,2.9321876,0.66403872,NA,1.6326847,1.2370083,1.0798943,-1.4758283,1.2199987,6.5062737,3.1082141,NA,NA,2.8826394,NA,3.4922595,NA,NA,NA,0.48625144,0.3486253,-0.24800099,-0.47878793,0.54174179,0.52372032,NA,NA,NA,NA,NA,NA,NA,NA,1.3395932,0.95776612,-0.68278176,-1.331044,1.4867876,1.4339601,0.23174191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84753412,0.60928541,-0.43883041,-0.84744966,0.9530881,0.92434633,0.26809084,NA,NA,NA,NA,0.56496352,NA,0.72905624,-2.9994302,-2.4635775,1.115515,0.30590546,NA,0.96964353,NA,NA,1.9508839,NA,2.4520242,0.44198173,NA,NA,-7.9874563,-5.3922968,3.7063024,-3.541697,-5.7778754,NA,NA,0.947061,3.3214602,NA,2.8957412,NA,NA,NA,0.56373423,0.42009583,-0.26818663,-0.44686076,0.55155998,0.53880221,NA,NA,NA,NA,NA,0.60040069,NA,1.8600557,-6.527658,-3.2915502,1.6188924,-0.83979183,-2.1428142,-0.85672826,-0.35823694,0.44297481,1.9847562,NA,2.5327032,NA,NA,NA,0.84332621,0.60631394,-0.43614128,-0.84251744,0.94800258,0.91926861,0.2552059,NA,NA,NA,NA,0.33512223,NA,0.71353918,-10.910074,-5.9461474,3.0452056,-0.9445011,-7.1994238,-4.1265764,NA,-0.45463395,NA,NA,0.71976507,0.29301152,NA,1.8137126,0.749529,-1.0643044,1.4661635,-3.6372724,-3.0959401,2.0311623,NA,1.3267393,1.2424328,NA,2.7958808,0.5854243,NA,1.9625546,-6.5229211,-3.4182575,1.7607274,NA,-2.7246199,-1.2459445,-0.38142261,0.58289325,1.9420574,NA,2.7184267,0.6193673,NA,2.3869631,-6.2656717,-2.985111,1.4777128,-1.3648785,-1.4697281,-1.5132005,-0.5742352,0.64769417,1.8654262,NA,2.1539087,0.39196998,NA,0.70391399,-5.7203112,-2.2154121,1.6914026,-1.8648432,-0.82603806,0.93611556,NA,0.62881172,3.0772429,NA,1.7643282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54872912,NA,0.36029199,-13.300268,-7.3971324,3.6501796,0.59064251,-6.3152027,-1.1217132,0.29998577,-0.63963717,1.765444,NA,2.5306373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4380659,1.0383383,-0.73846865,-1.4321065,1.619405,1.5667888,NA,NA,NA,NA,NA,0.25897712,NA,0.65021574,-5.3658309,-5.0672011,3.9987595,-3.5917873,-6.5543308,-2.2304535,0.36480415,0.84626198,1.909907,NA,2.5671802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40169615,NA,NA,-8.3445864,-6.61694,4.6169868,-2.6525218,-7.7604604,-2.0640683,NA,NA,2.0214942,NA,1.7752767,NA,NA,NA,4.8694491,3.2081835,-2.0578485,-0.34536377,4.8912845,2.8772979,NA,-0.37583721,NA,NA,NA,0.61089498,NA,0.48455358,-10.744927,-5.6588941,3.2928312,NA,-4.6616569,-1.172228,NA,0.3355689,3.2568929,NA,3.3695028,0.4987849,NA,NA,-10.732347,-5.706531,3.3582089,0.25195715,-4.8006058,-0.73176408,-0.41121307,NA,3.27861,NA,3.0580776,0.3338595,NA,NA,1.6839094,1.0152373,0.73952752,-3.2978039,NA,3.9646738,NA,-1.4386775,1.6366155,NA,1.2835073
2,Crestline,10,city_10,-0.20871875,NA,28.9161,1.7466019,-2.4149477,-3.2647235,-3.1457725,-2.7923622,-0.26198453,NA,-1.7082322,-1.8876702,NA,1.5235714,NA,-0.3811405,29.239141,0.91741043,-0.24392909,-4.7793493,-0.8326267,-4.6315985,-0.91150498,NA,2.3425055,-2.0639062,NA,1.3596134,-0.25628793,NA,28.213293,1.7841648,-2.4521091,-3.5284553,-3.0956686,-2.8671899,-0.26703718,NA,-1.7835885,-1.5619011,NA,1.4712411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.900091,0.17833129,-1.8138797,-3.6244802,-3.4634323,3.7849865,0.80891496,NA,-0.85116756,-2.8067486,NA,NA,NA,NA,25.851711,NA,1.0766166,1.2704163,-0.76730525,7.6064377,0.47781181,NA,-1.967962,-1.5745404,NA,1.6521846,-0.22274829,NA,25.885468,1.9923097,-2.6043253,-3.499686,-3.2575533,-1.1458664,-0.14442067,NA,-1.5791891,-2.0739174,NA,1.3570403,NA,NA,20.658262,-0.93003011,1.0261401,-1.7911367,-0.76086497,9.2622442,1.0951875,NA,-1.5862912,-2.1765862,NA,NA,0.15459412,NA,NA,NA,2.5421009,3.2477322,3.5253272,3.1262009,-1.349026,NA,5.1712389,NA,NA,NA,-0.25526157,NA,30.166025,2.5559676,-3.4668791,-4.4286299,-4.2683568,NA,NA,NA,-1.9829197,-2.4587548,NA,1.5331738,-0.17285737,NA,30.01276,1.2655791,-1.9494189,-2.9010575,-2.84939,-2.4173076,-0.1886479,NA,-1.5545059,-2.0368083,NA,1.2782191,-0.28324929,NA,30.33462,2.6794145,-2.1827145,NA,-3.0361397,2.0807757,NA,NA,-2.070713,-2.2212574,NA,1.5571753,NA,NA,9.3557482,0.14804344,-1.9597526,-3.4432807,-3.4781919,6.2277231,1.0464487,NA,-0.71420592,NA,NA,NA,NA,-0.34711596,35.975567,2.0310857,-3.6984692,-7.5524979,-3.4876351,-5.0776639,-0.96358573,NA,3.9478858,-2.7899287,NA,2.0190198,NA,-0.38580915,34.275711,0.54216301,-1.4613841,-4.849648,-1.0107348,-1.0819279,-1.1643276,NA,3.4934373,-2.7118843,NA,1.6824522,-0.23206455,NA,19.781929,2.032187,-0.96345371,NA,-0.25589725,-4.7662897,-1.1542854,NA,-0.74481994,-2.2484426,NA,NA,-0.1834037,NA,28.893515,1.0332364,-1.9238034,-2.8878191,-3.150614,-1.530911,NA,NA,-1.4373058,-1.4093705,NA,1.7361281,-0.178085,NA,30.915237,1.1261923,-1.8444082,-2.8271782,-3.0132561,-2.0600197,NA,NA,-1.5036495,-1.9491911,NA,1.6030579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2918158,0.81200463,-0.66917694,-3.4344144,NA,-2.3870003,-0.72517937,NA,1.3455845,-0.88952106,NA,NA,NA,NA,NA,-1.7419124,2.9179599,1.4557743,2.4402697,5.3826265,0.32002044,NA,-0.39161012,NA,NA,NA,-0.19697832,NA,31.350336,1.9182129,-2.9927955,-3.6404829,-4.0657916,NA,0.21356909,NA,-1.5907148,-1.9770792,NA,1.9313868,-0.23238285,NA,34.352165,1.5727741,-2.607408,-3.9277794,-3.8717818,-2.5549726,-0.20785412,NA,-1.7342008,-2.5035634,NA,1.7884333,-0.23441535,NA,26.794008,1.869378,-2.1773734,-4.4896064,-3.0571818,-4.0904217,-0.18820681,NA,-2.1319323,-1.6493694,NA,1.217648,NA,NA,24.539989,0.77354258,-2.1084294,-3.7946167,-3.7003694,1.674111,0.6011734,NA,-1.3973199,-2.8407989,NA,NA,NA,-0.47154188,31.879047,0.94235408,-1.2253082,-4.3215742,-0.27800995,-4.9012766,-1.8585666,NA,3.3101759,-2.8451033,NA,1.372429,NA,NA,29.627487,2.5870879,-3.9973667,-8.3481178,-2.8712363,-7.3805671,-1.5170114,NA,3.9537046,-2.5058823,NA,1.3026689,NA,NA,25.673864,1.4318526,-2.3724124,-3.0728331,-1.064185,NA,-1.272382,NA,3.1248877,-2.1388361,NA,1.5506883,-0.18674111,NA,28.762438,1.0361133,-1.9061825,-2.8862011,-3.1414752,-1.585443,NA,NA,-1.4347678,-1.3278073,NA,1.7308204,NA,NA,26.249538,1.942011,-4.064127,-5.3879032,-4.227469,-3.6878369,-0.55017728,NA,-1.5621232,-2.5116067,NA,1.0913725
3,Fontana,11,city_11,NA,NA,-1.041097,1.1884329,2.3140771,-0.53717119,1.5100069,-0.25402415,1.3439934,0.88611245,3.0457799,3.7274411,1.7095994,3.2581387,0.044063285,NA,-0.36277056,-0.38315532,0.99692863,-0.2358681,0.25326169,0.113721,0.63562256,0.10812078,NA,0.56697446,-1.1187222,0.50866932,NA,NA,-1.0658674,-0.9010374,1.1796786,-0.91464567,0.94544441,-0.24816564,0.77743292,0.48732585,1.704535,2.8511343,1.339594,2.3892381,-0.13466525,NA,0.34397492,-0.85791469,NA,0.63528782,1.0340405,-0.30157155,0.82484382,0.50178415,4.0114079,0.79875535,0.41622287,1.4293369,0.1230616,NA,-0.99876285,-0.23718552,0.90114725,-0.82536733,-0.7752527,-0.25685224,1.3682834,0.93574196,0.94825339,1.7889467,0.74159938,1.3471131,0.10252467,NA,-0.63764429,0.25329292,1.7908434,0.10157435,0.89691502,-1.033862,0.65885073,0.37747887,0.81272608,2.3564603,0.87884462,2.9969182,0.23480052,NA,-1.012092,-1.0208169,0.049708918,-0.17118166,0.13467771,-0.1647346,0.75620264,0.65991193,-1.3702832,2.2742262,0.1891218,2.2553375,0.13946463,-3.1542933,-0.4392024,0.83974493,1.597474,-0.41442102,0.69410145,-0.40861264,1.3909873,-0.30691704,0.76159573,1.3891926,1.0868216,1.2342203,0.077831499,NA,-0.16565511,-0.91711646,-0.20989171,-0.12781268,-0.54812205,0.15045135,0.059824482,0.12521487,-3.553232,-0.29743412,-0.58636105,-0.47953874,NA,-2.2370811,NA,-1.0896676,0.61072308,-0.21185687,0.61239022,-0.30737823,0.2929318,0.13564231,NA,0.77414501,0.65821362,0.83151072,0.08947859,NA,-0.95036715,-0.76215923,1.3269174,-0.30000234,1.1083966,-0.4164049,0.18986334,0.45032263,1.2053349,2.4367497,1.1001691,1.949188,NA,NA,0.62240118,-0.25569332,1.0566524,-1.0647194,0.25396901,-0.36284339,0.9972837,NA,1.8365382,1.1802567,1.2453148,1.6657318,0.089321345,NA,NA,-1.5295082,0.37440461,-0.59596521,1.1432203,NA,0.37619624,0.31113997,-0.27057984,1.2185025,0.32953626,1.0987881,NA,-3.3764999,NA,-0.90764999,0.71204942,-0.13255455,NA,-0.16965389,0.82127517,NA,0.35663426,0.55726737,0.44249097,0.59203362,NA,NA,-0.17994332,-0.21334203,0.54161686,0.35213563,-0.25633046,-0.08091373,0.51793379,0.32994404,1.1048646,1.113263,0.78735906,1.0163705,-0.03549226,NA,-0.1413462,-0.80000544,0.42509547,NA,0.49613622,-0.39148021,1.2809548,0.28023529,3.2081637,1.3887539,2.0345771,1.3247641,0.13684815,-3.4404316,0.355883,-0.49360302,0.25339705,0.47898597,-0.58474582,0.35386631,0.075396307,-0.70796162,0.75960863,0.68547934,1.4338526,1.3038039,0.077165149,NA,0.35516039,-0.63081539,0.67123044,-0.080234282,-0.21815899,-0.41049722,-0.45701024,-0.78971267,NA,1.063489,1.3182359,1.2679455,NA,NA,0.20795427,0.23508456,1.2589082,0.57150775,0.5838483,-0.16743666,1.2306947,NA,NA,1.0426242,1.4478905,2.3704221,0.31428131,-5.6654468,-0.93951708,-0.82478678,-0.8829965,0.67553616,0.2219613,0.70643634,-0.2336487,-0.25588757,-4.7689843,1.1345508,0.99936742,0.4337872,0.10313758,NA,-0.11805951,-2.6614094,0.40386486,0.14431846,0.96995944,-0.10439995,0.17570014,NA,-2.7082589,1.6600324,0.56462777,1.7625554,NA,NA,-0.50094032,-0.8360272,0.2001294,0.31331325,0.64693767,0.38500947,0.37590009,0.16682254,1.1556787,1.2530932,0.86799967,0.9904148,0.058927245,NA,NA,-1.3990924,0.59159631,-0.21561268,0.73002362,-0.070133232,0.80055124,0.2078122,0.77612364,1.2054176,1.1634828,1.440715,0.070523433,NA,0.16110072,-1.6084099,0.10554013,0.23771864,1.7688477,NA,0.25731418,NA,1.950269,2.0639005,2.1572263,2.1537571,NA,NA,0.21119609,0.21320987,0.7871142,0.58948505,0.47426805,-1.0872333,1.5551519,0.51734895,0.96700674,0.75566369,1.8485792,1.3832973,0.086426526,NA,-1.4377416,0.24821331,0.98250872,0.080854334,-1.2913553,-0.11897945,1.1443321,0.88854265,-0.79949957,1.6742053,0.79563129,1.1529465,0.087784506,NA,-1.7054167,-1.6200968,-0.21983197,0.62413394,NA,0.38087139,0.89045995,0.50918442,1.8921081,2.1599042,1.6731657,1.1766394,0.070233189,NA,-1.5672882,-0.36649314,1.2629385,-0.14495812,2.3917379,0.33491564,0.71873635,0.80906063,-2.6420727,3.0746722,1.3557845,2.5069628,NA,NA,-0.12509213,-1.8017319,-0.087096751,-1.0415646,1.6831672,0.09971752,NA,NA,0.58463132,1.4001229,0.86089277,1.3415782,0.044193745,NA,NA,-0.37788272,0.48463172,-0.051527735,0.7769227,-0.035276107,0.41126946,NA,1.0881621,1.1811143,1.0166357,1.2221661
4,Grand Terrace,12,city_12,0.075791925,-8.1506329,-0.09510088,1.2703397,-2.5583587,0.69375086,-0.31239045,3.3155005,0.41586357,0.18847506,2.6998925,1.342627,0.33581766,1.0659345,NA,-8.4600964,-0.16527341,-0.11586268,0.68623328,-0.43799415,-1.1892669,NA,0.33383608,NA,0.51479834,1.2812951,0.54809636,1.0774475,NA,NA,-0.29706097,0.49607357,NA,-0.64376909,-4.2513928,1.8094027,1.6122075,0.37250108,6.0248423,5.1985421,2.5185149,3.6887615,NA,NA,-0.14990273,1.0747622,-1.3483214,-0.636374,-2.0787907,2.6673508,0.8743329,NA,4.4863248,2.8822019,1.0260537,1.9522712,NA,NA,-0.27222776,NA,-0.5534088,-0.41851836,-4.5247507,1.7302632,1.6430436,0.66724437,5.0606565,4.1628108,1.8261864,2.5627379,NA,NA,-0.23932286,0.74373466,-0.39933342,-0.40592986,-5.6862955,1.7231637,1.108569,NA,3.3206389,3.2010856,1.952291,2.5598173,NA,-12.490749,-0.50020564,0.27604878,-0.43553427,-0.6616438,-5.4191694,2.1366112,1.601733,0.37044111,4.5182819,4.3125072,2.1009474,2.5397196,NA,-10.414272,-0.27907163,1.0475965,-1.930847,NA,-4.8212242,3.3716762,1.4939616,0.36606011,6.4919658,3.5258107,1.9010539,2.4728272,NA,-11.118579,NA,1.024749,-1.4737391,NA,-1.4021335,3.0715356,0.7770797,0.23008461,4.4198823,1.8309697,0.46966484,1.2995055,NA,NA,-0.40019801,-0.19517224,-0.28652987,-0.43018529,-5.4991612,1.058071,1.4307679,0.31871536,3.5817566,2.9729655,1.7901573,1.8312926,NA,NA,-0.24563645,-0.40342638,0.31847623,-0.21527597,-5.0648174,0.41780147,1.0289164,0.28571612,2.3860736,3.3880131,2.672981,2.3663824,NA,NA,-0.45296419,NA,-1.2026218,-0.28635082,-5.1135426,2.4923666,1.7696409,0.78208095,5.6054897,4.2391472,2.1800423,2.4672742,NA,NA,0.26308846,-1.3348498,4.4795146,NA,1.3686953,-1.0092366,NA,-0.76769203,0.70065337,1.2003211,NA,2.1150665,NA,-5.796083,-0.33792633,0.10213912,-0.41959453,0.23564984,-1.7233738,1.1824989,0.65754426,NA,2.2532563,1.9248754,0.61766231,1.3147668,NA,NA,NA,-0.50510085,2.2934115,NA,1.7847475,-1.0334218,-0.36795872,NA,-0.70819128,0.88100564,0.43711883,0.67548871,NA,NA,NA,NA,-1.4199941,-0.25112489,-4.1386189,0.55870104,1.4102927,0.40122214,4.6771894,3.7701895,2.676645,2.9299288,NA,NA,-0.26003593,0.74697173,-1.479152,NA,-4.1948581,2.7578344,1.2663993,0.26218742,5.4881439,2.9899633,1.4201642,2.0268974,NA,NA,-0.38376638,NA,-1.1455621,-0.2750715,-4.749588,2.2629695,1.6086087,0.61659461,5.2149143,3.9735031,2.1600029,2.3573976,0.10926636,-21.213547,NA,1.0549623,0.83749962,-1.0784237,-3.5016434,2.7772515,0.98773873,NA,4.3289118,3.5425072,1.4822308,2.6574636,0.093683988,-16.40575,NA,2.2031643,-1.8256743,0.53467339,-1.2585657,4.2857342,0.42459694,-0.58053845,-0.96839499,1.4640009,NA,0.79345584,NA,NA,-0.36516264,NA,0.22912897,-0.35127008,-3.853014,1.4992399,1.5304711,0.44604191,5.6660237,5.0457902,2.3837748,3.4697671,NA,-9.0718069,-0.41114524,NA,0.26033726,0.2217968,-3.5743589,0.70779705,0.88261306,NA,2.0225415,2.0544121,0.59672344,1.2874776,NA,NA,-0.15062776,0.17810665,-0.34877658,-0.13859339,-1.3418596,1.1204423,0.60565865,NA,2.1573837,1.6892277,0.58202481,1.2164016,NA,-14.838723,-0.2975944,0.48485628,0.45721906,-0.41545823,-4.4037943,1.0916231,0.90118223,NA,1.7459801,2.2382455,0.9574793,1.6696788,0.14780626,NA,0.34797636,-1.0434726,3.5166898,0.28337148,-2.1469686,-0.71913016,0.51801056,0.26655793,1.3615428,1.8899162,1.0583481,2.3929808,0.060264543,-5.8472047,0.070229769,0.54304564,-0.99195075,0.50966263,0.19048797,1.8445117,0.28190565,NA,2.9228237,0.78348792,NA,1.0904762,NA,-12.89653,-0.22677065,0.23222406,0.57714993,-0.51377076,-2.1953084,1.4128202,0.83620334,NA,1.6816972,1.8629279,0.42958966,0.63142633,NA,NA,-0.15130387,0.29321516,-0.47565553,-0.64529353,-2.8082335,0.99436164,0.55437291,NA,1.4969774,1.8542025,1.3568369,1.4554105,0.17770669,NA,1.5690935,-1.4282547,NA,-0.25791046,2.5052896,-1.8676125,0.45036092,0.63189936,-2.9667869,-1.8618379,-0.48673266,-2.2142503,0.043628331,-14.45535,-0.19913617,0.26499256,0.23614243,-0.25660703,-1.0659659,0.7288394,0.3790099,NA,1.278361,1.480171,0.54850101,1.2119111
