,X,name,citygrpid,cityid,b_01_Num Units,b_01_Home SQFT,b_01_Home Value,b_01_Med Income,b_01_Pct. Poverty,b_01_Pct. Black,b_01_Pct. White,b_01_Pop Density,b_01_Pct over 65yrs,b_01_Sm Apartment,b_01_Condo,b_01_pool,b_01_Masonry,b_02_Num Units,b_02_Home SQFT,b_02_Home Value,b_02_Med Income,b_02_Pct. Poverty,b_02_Pct. Black,b_02_Pct. White,b_02_Pop Density,b_02_Pct over 65yrs,b_02_Sm Apartment,b_02_Condo,b_02_pool,b_02_Masonry,b_03_Num Units,b_03_Home SQFT,b_03_Home Value,b_03_Med Income,b_03_Pct. Poverty,b_03_Pct. Black,b_03_Pct. White,b_03_Pop Density,b_03_Pct over 65yrs,b_03_Sm Apartment,b_03_Condo,b_03_pool,b_03_Masonry,b_4_zNum Units,b_4_zHome SQFT,b_4_zHome Value,b_4_zMed Income,b_4_zPct. Poverty,b_4_zPct. Black,b_4_zPct. White,b_4_zPop Density,b_4_zPct over 65yrs,b_4_sSm Apartment,b_4_cCondo,b_4_pool,b_4_mMasonry,b_5_zNum Units,b_5_zHome SQFT,b_5_zHome Value,b_5_zMed Income,b_5_zPct. Poverty,b_5_zPct. Black,b_5_zPct. White,b_5_zPop Density,b_5_zPct over 65yrs,b_5_sSm Apartment,b_5_cCondo,b_5_pool,b_5_mMasonry,b_6_zNum Units,b_6_zHome SQFT,b_6_zHome Value,b_6_zMed Income,b_6_zPct. Poverty,b_6_zPct. Black,b_6_zPct. White,b_6_zPop Density,b_6_zPct over 65yrs,b_6_sSm Apartment,b_6_cCondo,b_6_pool,b_6_mMasonry,b_7_zNum Units,b_7_zHome SQFT,b_7_zHome Value,b_7_zMed Income,b_7_zPct. Poverty,b_7_zPct. Black,b_7_zPct. White,b_7_zPop Density,b_7_zPct over 65yrs,b_7_sSm Apartment,b_7_cCondo,b_7_pool,b_7_mMasonry,b_8_zNum Units,b_8_zHome SQFT,b_8_zHome Value,b_8_zMed Income,b_8_zPct. Poverty,b_8_zPct. Black,b_8_zPct. White,b_8_zPop Density,b_8_zPct over 65yrs,b_8_sSm Apartment,b_8_cCondo,b_8_pool,b_8_mMasonry,b_9_zNum Units,b_9_zHome SQFT,b_9_zHome Value,b_9_zMed Income,b_9_zPct. Poverty,b_9_zPct. Black,b_9_zPct. White,b_9_zPop Density,b_9_zPct over 65yrs,b_9_sSm Apartment,b_9_cCondo,b_9_pool,b_9_mMasonry,b_10_Num Units,b_10_Home SQFT,b_10_Home Value,b_10_Med Income,b_10_Pct. Poverty,b_10_Pct. Black,b_10_Pct. White,b_10_Pop Density,b_10_Pct over 65yrs,b_10_Sm Apartment,b_10_Condo,b_10_pool,b_10_Masonry,b_11_Num Units,b_11_Home SQFT,b_11_Home Value,b_11_Med Income,b_11_Pct. Poverty,b_11_Pct. Black,b_11_Pct. White,b_11_Pop Density,b_11_Pct over 65yrs,b_11_Sm Apartment,b_11_Condo,b_11_pool,b_11_Masonry,b_12_Num Units,b_12_Home SQFT,b_12_Home Value,b_12_Med Income,b_12_Pct. Poverty,b_12_Pct. Black,b_12_Pct. White,b_12_Pop Density,b_12_Pct over 65yrs,b_12_Sm Apartment,b_12_Condo,b_12_pool,b_12_Masonry,b_13_Num Units,b_13_Home SQFT,b_13_Home Value,b_13_Med Income,b_13_Pct. Poverty,b_13_Pct. Black,b_13_Pct. White,b_13_Pop Density,b_13_Pct over 65yrs,b_13_Sm Apartment,b_13_Condo,b_13_pool,b_13_Masonry,b_14_Num Units,b_14_Home SQFT,b_14_Home Value,b_14_Med Income,b_14_Pct. Poverty,b_14_Pct. Black,b_14_Pct. White,b_14_Pop Density,b_14_Pct over 65yrs,b_14_Sm Apartment,b_14_Condo,b_14_pool,b_14_Masonry,b_16_Num Units,b_16_Home SQFT,b_16_Home Value,b_16_Med Income,b_16_Pct. Poverty,b_16_Pct. Black,b_16_Pct. White,b_16_Pop Density,b_16_Pct over 65yrs,b_16_Sm Apartment,b_16_Condo,b_16_pool,b_16_Masonry,b_17_Num Units,b_17_Home SQFT,b_17_Home Value,b_17_Med Income,b_17_Pct. Poverty,b_17_Pct. Black,b_17_Pct. White,b_17_Pop Density,b_17_Pct over 65yrs,b_17_Sm Apartment,b_17_Condo,b_17_pool,b_17_Masonry,b_18_Num Units,b_18_Home SQFT,b_18_Home Value,b_18_Med Income,b_18_Pct. Poverty,b_18_Pct. Black,b_18_Pct. White,b_18_Pop Density,b_18_Pct over 65yrs,b_18_Sm Apartment,b_18_Condo,b_18_pool,b_18_Masonry,b_19_Num Units,b_19_Home SQFT,b_19_Home Value,b_19_Med Income,b_19_Pct. Poverty,b_19_Pct. Black,b_19_Pct. White,b_19_Pop Density,b_19_Pct over 65yrs,b_19_Sm Apartment,b_19_Condo,b_19_pool,b_19_Masonry,b_20_Num Units,b_20_Home SQFT,b_20_Home Value,b_20_Med Income,b_20_Pct. Poverty,b_20_Pct. Black,b_20_Pct. White,b_20_Pop Density,b_20_Pct over 65yrs,b_20_Sm Apartment,b_20_Condo,b_20_pool,b_20_Masonry,b_21_Num Units,b_21_Home SQFT,b_21_Home Value,b_21_Med Income,b_21_Pct. Poverty,b_21_Pct. Black,b_21_Pct. White,b_21_Pop Density,b_21_Pct over 65yrs,b_21_Sm Apartment,b_21_Condo,b_21_pool,b_21_Masonry,b_22_Num Units,b_22_Home SQFT,b_22_Home Value,b_22_Med Income,b_22_Pct. Poverty,b_22_Pct. Black,b_22_Pct. White,b_22_Pop Density,b_22_Pct over 65yrs,b_22_Sm Apartment,b_22_Condo,b_22_pool,b_22_Masonry,b_23_Num Units,b_23_Home SQFT,b_23_Home Value,b_23_Med Income,b_23_Pct. Poverty,b_23_Pct. Black,b_23_Pct. White,b_23_Pop Density,b_23_Pct over 65yrs,b_23_Sm Apartment,b_23_Condo,b_23_pool,b_23_Masonry,b_24_Num Units,b_24_Home SQFT,b_24_Home Value,b_24_Med Income,b_24_Pct. Poverty,b_24_Pct. Black,b_24_Pct. White,b_24_Pop Density,b_24_Pct over 65yrs,b_24_Sm Apartment,b_24_Condo,b_24_pool,b_24_Masonry,b_25_Num Units,b_25_Home SQFT,b_25_Home Value,b_25_Med Income,b_25_Pct. Poverty,b_25_Pct. Black,b_25_Pct. White,b_25_Pop Density,b_25_Pct over 65yrs,b_25_Sm Apartment,b_25_Condo,b_25_pool,b_25_Masonry,b_26_Num Units,b_26_Home SQFT,b_26_Home Value,b_26_Med Income,b_26_Pct. Poverty,b_26_Pct. Black,b_26_Pct. White,b_26_Pop Density,b_26_Pct over 65yrs,b_26_Sm Apartment,b_26_Condo,b_26_pool,b_26_Masonry,b_27_Num Units,b_27_Home SQFT,b_27_Home Value,b_27_Med Income,b_27_Pct. Poverty,b_27_Pct. Black,b_27_Pct. White,b_27_Pop Density,b_27_Pct over 65yrs,b_27_Sm Apartment,b_27_Condo,b_27_pool,b_27_Masonry,b_28_Num Units,b_28_Home SQFT,b_28_Home Value,b_28_Med Income,b_28_Pct. Poverty,b_28_Pct. Black,b_28_Pct. White,b_28_Pop Density,b_28_Pct over 65yrs,b_28_Sm Apartment,b_28_Condo,b_28_pool,b_28_Masonry,b_29_Num Units,b_29_Home SQFT,b_29_Home Value,b_29_Med Income,b_29_Pct. Poverty,b_29_Pct. Black,b_29_Pct. White,b_29_Pop Density,b_29_Pct over 65yrs,b_29_Sm Apartment,b_29_Condo,b_29_pool,b_29_Masonry,b_30_Num Units,b_30_Home SQFT,b_30_Home Value,b_30_Med Income,b_30_Pct. Poverty,b_30_Pct. Black,b_30_Pct. White,b_30_Pop Density,b_30_Pct over 65yrs,b_30_Sm Apartment,b_30_Condo,b_30_pool,b_30_Masonry,b_31_Num Units,b_31_Home SQFT,b_31_Home Value,b_31_Med Income,b_31_Pct. Poverty,b_31_Pct. Black,b_31_Pct. White,b_31_Pop Density,b_31_Pct over 65yrs,b_31_Sm Apartment,b_31_Condo,b_31_pool,b_31_Masonry
1,1,Banning,1,city_1,-1.4261055,NA,-0.19769692,0.41556695,-0.52469355,1.2510418,0.84506303,NA,-0.32460696,-0.76355147,NA,NA,NA,2.5266168,-0.21468334,-0.2617057,NA,-0.95240319,1.7725214,0.77399772,0.35321695,NA,-0.90520287,NA,NA,NA,-1.1640959,NA,NA,0.98318273,-0.51057804,0.70030218,-0.66304821,NA,NA,-0.42787805,2.3121686,NA,NA,3.7993114,NA,NA,1.2749032,-0.3125385,0.30286181,-0.46794578,NA,NA,-0.45874527,NA,NA,-0.45429778,-1.3545647,NA,NA,NA,-0.57208866,0.90621108,NA,NA,NA,-0.55268937,2.7020476,NA,NA,3.6497231,-0.1877844,NA,0.29878992,-0.37896916,1.2726128,0.51494527,0.19056869,NA,-0.5739243,NA,NA,NA,NA,NA,-0.08720497,-0.36311722,-0.15310806,0.30028155,0.53788197,NA,-0.19925117,NA,NA,NA,NA,4.1829295,-0.20130308,NA,-0.37695092,-0.40843982,1.1062607,0.75865734,NA,NA,-0.41452524,NA,NA,NA,2.9311655,NA,NA,1.9627717,-0.22492433,0.67623371,-0.37799186,NA,NA,-0.92001432,NA,NA,NA,3.1489422,-0.30580384,NA,0.72136062,-0.7632885,1.4840058,NA,NA,0.24822579,-1.1948274,NA,NA,NA,-1.6961364,-0.18080823,NA,NA,-0.84842068,1.1543095,NA,NA,NA,-0.70182168,NA,NA,NA,-1.2384905,-0.21388373,NA,NA,-0.60273874,1.4386771,0.57670665,0.18973498,NA,-0.70774049,NA,NA,NA,2.9989338,NA,NA,0.39064142,-0.72247016,1.2453144,NA,0.2800186,NA,-0.83744478,NA,NA,NA,3.146183,-0.34909108,-0.30119556,-0.3201763,-0.87458813,1.8635477,1.6181161,0.28099644,-0.39515495,-1.1050234,NA,NA,NA,3.4455175,-0.20196357,-0.20014465,1.147805,-0.5638786,1.3281064,NA,0.27877915,0.3958869,-0.99189818,NA,NA,NA,-0.66804594,NA,-0.12168776,-0.62019432,-0.4930321,0.40696001,0.40445682,NA,-0.26134741,-0.22838289,NA,NA,NA,3.6106207,-0.15644014,NA,NA,-0.48350939,1.2468766,0.51300699,0.24495889,NA,-0.66147375,NA,NA,NA,3.8597631,-0.27950448,NA,0.51973164,-0.54544795,1.2101802,0.33960021,0.24490665,NA,-0.86500233,NA,0.3392013,NA,NA,-0.14914215,-0.15546262,-1.0059288,-0.30184633,0.57316631,1.2755873,NA,-0.4683162,-0.25217471,NA,NA,NA,2.6055112,NA,NA,1.3480213,-0.98914254,1.1097585,-0.92314517,0.24340996,NA,-0.88103336,NA,NA,NA,-1.1655867,-0.26595002,NA,NA,-0.48966843,1.0696385,NA,NA,0.17923042,-0.62828618,NA,0.33962685,NA,3.6110883,-0.26759487,NA,0.49235779,-0.85598314,1.3221045,NA,0.24994199,0.54682666,-0.95184654,NA,NA,NA,3.694308,-0.29047218,NA,NA,-0.70439559,1.7647253,1.2586663,0.37404805,NA,-0.78187644,NA,NA,NA,3.1058652,-0.29221997,NA,0.86079806,-0.25774485,1.0376859,NA,0.35673553,0.54901594,-0.93403739,NA,NA,NA,3.0776808,-0.34383494,NA,-0.73950243,-0.61844963,0.92870688,0.90504676,NA,NA,-0.67589945,NA,NA,NA,3.1001451,NA,NA,1.9209205,-0.53068799,1.0801337,NA,NA,NA,-1.0633518,3.0590842,NA,NA,3.5293336,0.20347901,NA,1.3641312,-0.28367341,0.7703402,NA,NA,NA,-0.58412838,NA,NA,NA,2.5547664,-0.40716609,NA,0.89318413,-0.64421344,1.4391074,0.55955702,NA,0.20480427,-1.1681608,2.8054054,NA,NA,-0.74187255,-0.23942016,NA,-0.8026548,-0.45744702,0.99627709,0.96383625,NA,NA,NA,NA,NA,NA,3.3638113,-0.38764364,NA,0.37381792,-0.66768658,1.3851576,0.84355521,0.29758486,NA,-1.0761172,NA,NA,NA
2,2,Glen Avon,10,city_10,-0.97201198,-1.370146,NA,-1.1359822,NA,-5.2947187,-0.89998204,NA,1.6318465,0.47995231,NA,NA,NA,-0.32822567,-0.9983682,0.28730536,-1.0211252,0.35804912,-1.432478,1.5497884,0.19299844,-1.3803477,0.3259463,NA,0.3096073,NA,-1.7812321,-1.3173232,NA,-2.1628337,-0.37957689,-4.9681015,2.6454396,NA,NA,NA,NA,0.3868295,NA,NA,NA,0.23695183,-6.43855,-0.25248739,-6.9215245,6.2120042,-0.40816513,-2.570065,0.57465976,NA,NA,-0.72414321,-0.50555587,-0.60341722,NA,-2.7553515,3.0703201,0.99488562,2.0500801,0.49482137,-5.3534799,0.80647665,NA,NA,NA,NA,-0.81658947,NA,NA,1.8878078,-4.7267761,1.9642627,0.3374801,-0.85438967,0.63780701,NA,NA,NA,NA,0.84025073,0.33167455,3.9886763,-0.24087004,-1.7772317,-1.2851017,0.57436943,3.034898,NA,NA,NA,NA,1.1071926,-0.95440143,NA,-2.4687462,1.7557527,-1.1079677,3.0676763,-0.50619549,-3.1226203,NA,NA,0.46013197,NA,-0.28150496,1.3810784,-0.34025025,-5.3100491,0.976179,-2.8229115,5.0109625,-1.8334163,-5.0076032,NA,NA,-0.72934008,1.2752013,0.78219277,0.20376626,NA,NA,1.2326676,-1.6596142,NA,-0.48346639,-1.7182097,NA,NA,0.29623112,0.60854989,-0.46405908,0.86654717,-0.50875348,NA,0.8404808,3.8429763,NA,-1.1286007,-1.8501115,NA,NA,NA,1.9359702,0.85033208,-1.0123172,NA,-0.90824187,1.9702886,NA,2.9197822,NA,-3.1780941,0.62890685,NA,0.58745641,-0.80122179,-0.30865431,-0.74356353,-0.69081193,-2.4288867,NA,-0.37545782,1.9480188,NA,-1.2920527,NA,NA,NA,NA,0.61130238,-1.0435642,NA,-3.4853709,3.1023531,2.5149906,3.8568003,NA,-5.8792272,NA,NA,0.4976005,NA,-0.50959134,-0.25471699,NA,1.5403534,2.9754951,-2.9978404,2.0935059,-0.91744202,-2.944473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42788649,0.57669884,-1.3485543,NA,NA,1.831522,1.0579201,-4.5323567,0.56186455,NA,NA,-0.51898724,-0.48112047,-0.61276096,NA,-4.4312654,2.7455039,-0.68602091,4.1135664,NA,-6.5831027,0.42070848,NA,0.41135225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93449682,0.87870067,0.71578765,-1.7110029,-2.0616055,-4.3020773,3.9920013,3.0382714,2.8661964,0.59170449,NA,NA,-1.0078311,-0.17418744,NA,NA,2.943085,NA,0.43308225,-2.739923,NA,2.3947024,NA,NA,NA,0.67524737,0.17221579,NA,NA,1.4848348,1.8414229,-1.4937958,3.8061035,1.8121802,-0.45800975,0.46345767,NA,NA,NA,NA,0.34985384,0.42718828,1.738894,1.3332276,-8.8422985,2.9338672,0.85230744,1.064744,0.78723943,NA,NA,NA,NA,-1.1158336,0.26820579,1.891628,-0.29198614,NA,-2.3425071,1.5929036,2.0576816,0.86748004,NA,0.42123306,NA,-0.088371277,NA,NA,NA,0.11104432,0.96977586,-0.41383353,-0.43086255,NA,NA,NA,NA,0.53018051,NA,0.86633897,NA,-0.6532318,1.6949137,-5.5358539,2.9064958,NA,-1.6505144,0.50251633,NA,NA,1.1360084,-0.19783705,0.79392737,NA,0.51037067,2.2828155,-5.56355,3.4093614,-0.29266003,-1.9091336,0.75810575,NA,NA,0.83663827,-0.57519603,NA,-0.26933375,NA,0.40326509,-6.9286408,NA,-0.83240718,NA,0.59839296,NA,NA,0.85115951,-1.4433066,-0.63924664,NA,0.8851366,NA,-6.8804808,1.4734221,1.5134124,1.3674588,0.72259319,NA,NA,NA,0.82060069,0.3583566,NA,NA,1.8037742,-2.3536766,2.486377,-0.88071704,-2.0920615,NA,NA,NA,NA
3,3,Hemet,11,city_11,0.36640036,-0.16143975,-0.34302986,-3.1977193,-0.23676151,-0.43189692,1.7378768,NA,-1.0316786,-0.49349141,1.205171,0.31845215,NA,0.13332485,-0.61454499,-0.26443717,-1.8117021,NA,-0.28278211,1.5125787,NA,-0.97899538,-0.74740708,NA,0.58626348,NA,NA,-0.74427462,NA,-0.73296201,0.18555138,-0.21872208,0.88898385,-0.61086541,-0.29270086,-0.34727213,NA,0.30656832,NA,-0.44419777,-0.34197381,-0.54378146,-1.6807878,-0.42031682,NA,1.5171288,-0.33957964,-1.1967486,-1.3602934,-0.76847661,NA,1.149323,0.14952263,-0.60375553,-0.13986018,-0.24191178,0.45213747,-0.19154139,0.39694268,-0.67049122,0.099882707,-0.31601584,1.1183554,0.20018896,NA,0.6615243,0.10643101,-0.18600935,-2.4935086,-0.15850881,-0.18872322,1.4759104,-0.3376517,-0.95202166,-0.57874984,NA,NA,NA,0.052914228,-0.26269668,-0.094904944,NA,0.36268079,-0.056526639,0.17249465,-0.092394918,0.18416841,-0.36279154,NA,0.15814881,NA,0.36708233,0.162644,-0.45525172,-2.1845558,-0.37342721,-0.61858392,1.52513,-0.35401323,-1.2897463,-0.75270778,NA,0.23133378,NA,-0.31855783,NA,-0.78340966,-2.4829397,-0.38391927,-0.20663591,1.8135525,0.23139665,-1.2016027,-0.57570583,-1.0438944,0.2448484,NA,0.61020607,NA,-0.36772999,-1.8370821,-0.18889171,-1.1430563,2.0257113,NA,-1.2310225,-0.92913854,-1.1665298,NA,NA,0.51292557,-0.5662021,-0.22341496,-0.92838156,0.50810212,-0.17667674,1.1510446,NA,-0.365495,-0.66659462,NA,0.49735633,NA,0.56561744,-0.21563525,-0.40123707,-1.4750723,0.24096842,-0.54726088,1.4667712,0.48382005,-0.88841158,-1.1149273,-1.3001914,0.53264773,NA,0.28827477,-0.6918484,-0.36060101,-0.98954195,NA,-0.31195384,1.6126832,-0.97926992,-0.83157146,-0.44285697,1.2466357,NA,NA,0.46567541,-0.3200908,-0.1946035,-2.4134603,-0.54776615,-1.1576099,1.8359723,NA,-1.1393808,-0.76877618,NA,NA,NA,-0.19173297,-0.76215988,-0.42148733,-1.0449513,0.22703096,-0.91204584,0.6282925,NA,-0.45633951,-1.1992719,NA,0.26815701,1.1036382,-0.36713839,-0.44570103,NA,-0.86919177,-0.28576273,-0.36587214,NA,-1.5146396,-0.13299826,-0.22631308,2.8269029,NA,0.87875515,0.81406635,-0.45000508,-0.28971833,-0.23889592,0.38094032,-0.24418786,1.2054498,0.24582452,-0.53234619,NA,-1.0321677,0.2321251,NA,0.38588479,NA,-0.45567417,-3.1876738,-0.59252357,-0.53337699,1.7593433,-0.57905674,-1.3211024,-0.67787367,1.2654532,NA,NA,-0.84337181,-0.63237727,NA,-0.47137684,0.23185124,-0.33159226,-0.30388674,-1.0985045,0.1797661,-0.47911787,1.7773439,0.30418059,NA,-0.27551532,0.5918718,-0.29713702,-2.0236974,-0.14419785,0.65218729,0.93992108,1.1782848,-0.79521859,-0.45207635,-2.4780793,0.81586993,NA,-0.14468461,-0.46665168,-0.16167039,-0.56216353,NA,-0.39058879,0.15491387,-0.86214018,-0.094917327,NA,1.2074851,0.33110642,NA,0.35855174,-0.42256457,-0.27811065,-2.1343806,NA,-0.32134569,1.9528959,NA,-1.0116236,-0.40130338,1.1767671,0.54551995,NA,NA,-0.92074907,-0.55452394,-1.312966,NA,-0.53199422,2.1024404,-1.7213861,-1.018554,-0.51329339,3.6221719,0.26837176,NA,0.07787355,-1.0613061,-0.53452039,-0.66532177,0.42803895,-0.31787303,1.5014472,-1.220699,-0.60099947,-0.88510954,1.8942744,0.45991251,NA,0.30676335,0.10946229,-0.24026851,-0.43218535,0.32805538,-0.11186989,-0.72624713,1.0777345,0.40322793,-0.60137171,-2.6779864,NA,NA,-0.3803882,-0.60904324,-0.57492709,-0.90254951,NA,-0.89561832,2.3302782,-0.94241756,-0.90796351,-0.66659504,1.7061986,NA,1.1975695,0.12550202,-0.34231022,-0.59313667,-2.4355259,-0.29920113,-0.72779024,1.5933214,-0.26997295,-1.2364018,-1.1899874,NA,0.62242883,NA,-0.68532509,-1.2214673,-0.56711864,-0.25371966,NA,-0.70118415,-0.16882497,-2.7234478,NA,-0.78731728,5.3605471,-0.25919425,1.2993964,0.36013824,-0.30281305,-0.45506269,-1.9443086,-0.44460735,-0.34196946,1.5469347,-0.88804322,-0.70513862,NA,2.6105843,NA,NA,0.20035708,0.15273748,-0.84717554,-2.7019262,-0.37596071,-0.25254238,2.0044479,-0.53427345,-1.2921774,-0.75437403,NA,NA,NA
4,4,Highgrove,12,city_12,NA,NA,1.0228086,NA,-2.1089494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3661682,NA,0.67837816,NA,NA,0.75101763,NA,NA,NA,NA,NA,NA,-1.426335,-0.91570544,NA,1.1678244,NA,NA,4.5837312,NA,NA,NA,NA,1.3221638,13.687127,NA,NA,NA,-2.250267,NA,NA,0.72845829,NA,-0.54155773,NA,NA,NA,NA,-0.69543242,-1.2382501,NA,1.877533,NA,NA,4.0027833,NA,0.67121476,NA,-0.6149863,NA,NA,0.21560147,NA,NA,0.27700034,NA,NA,NA,NA,0.37272862,NA,NA,0.46794125,8.5522318,-0.38852322,NA,NA,1.991625,NA,NA,NA,NA,-1.2000461,NA,NA,0.92333591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.080597579,0.26664349,NA,-0.39707392,NA,NA,-0.61515802,NA,NA,1.0797664,NA,NA,NA,NA,NA,-6.5361605,-0.83416957,-1.8012172,NA,2.1734312,NA,NA,5.0635176,NA,0.67428261,NA,-0.7119481,NA,NA,-0.77724016,-1.4400337,NA,2.1424904,NA,NA,4.5040293,NA,0.76160002,NA,-0.68499202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.96057487,-0.84627378,NA,1.2686124,NA,NA,3.1176054,NA,NA,NA,NA,NA,NA,-0.60133326,-0.56529456,NA,0.65832609,NA,NA,3.260721,NA,NA,NA,-0.83177966,NA,NA,-0.26930094,NA,NA,0.60836154,NA,NA,1.0166463,NA,NA,NA,NA,0.48662072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.6331358,NA,NA,NA,0.98358727,NA,NA,-0.87655324,NA,1.3276207,NA,NA,NA,NA,-0.62964058,-1.1897835,NA,2.1184981,NA,NA,3.3928342,NA,0.70485348,NA,NA,NA,NA,NA,NA,NA,-0.48771042,NA,NA,-0.86499602,NA,NA,NA,NA,NA,10.949228,-1.1855959,NA,NA,-1.0879643,NA,NA,2.5387261,NA,0.9391616,NA,NA,NA,NA,-0.78245473,-0.56414914,NA,2.5186956,NA,NA,2.6854448,NA,1.1529608,NA,NA,NA,-9.4129534,NA,NA,NA,1.2981566,NA,NA,NA,NA,NA,NA,NA,NA,-15.545655,NA,NA,NA,NA,NA,NA,-2.6797974,NA,NA,NA,NA,NA,NA,NA,-0.82581329,NA,2.1985111,NA,NA,2.5965633,NA,0.8662253,NA,-0.82520795,NA,NA,NA,NA,NA,1.0683293,NA,NA,1.6208462,NA,1.1150244,NA,NA,NA,NA,-0.14026871,-0.13560419,NA,NA,NA,NA,0.7617119,NA,0.13074708,NA,NA,NA,NA,NA,NA,NA,1.8620003,NA,NA,1.6042985,NA,NA,NA,NA,1.897895,NA,NA,-0.15376572,NA,0.11317116,NA,NA,0.40811819,NA,0.23507844,NA,NA,NA,NA,NA,0.64546496,NA,1.9833295,NA,NA,-2.4511995,NA,0.69029498,NA,NA,NA,-1.7883273,-0.13253511,NA,NA,0.28675956,NA,NA,NA,NA,NA,NA,NA,NA
5,5,Home Gardens,13,city_13,NA,0.43512005,NA,-7.8297195,-3.9025905,-8.1072664,7.589736,-0.75164711,-14.124267,NA,6.1573701,NA,NA,1.6778867,0.11579336,-0.075985327,0.56497496,0.246135,0.80315804,-0.87344253,-0.26129955,1.4137253,NA,1.6932026,NA,0.18745352,NA,NA,NA,-5.5722327,-2.9414625,-8.5556126,NA,-0.97163332,-4.234417,NA,2.8367486,NA,NA,NA,0.26836258,0.32352591,-8.3716679,-4.8575234,-11.41053,4.813067,NA,-12.571093,NA,5.2018971,NA,NA,NA,NA,0.31609631,-5.550817,-4.1607537,-6.8766804,5.1100659,NA,-10.312913,NA,2.5691762,NA,NA,-4.2548165,NA,NA,-2.1657691,-1.3157576,-1.920858,1.4733721,NA,-2.7206686,NA,3.534039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.8553729,-2.9724894,-5.4335756,6.7210622,-1.1394949,-12.450068,NA,5.7390394,NA,NA,1.5031366,0.1609571,NA,-0.82319641,-0.65131414,-1.3196158,NA,-0.29767218,-0.75875312,NA,1.942181,NA,NA,NA,NA,NA,-5.4906468,-2.0976121,-3.93609,5.5228972,-0.721861,-9.4017458,NA,4.1621566,0.35441756,NA,NA,NA,NA,-5.7831893,-4.0663023,-6.8173871,5.2654457,NA,-10.614535,-0.45247787,2.7489634,NA,NA,NA,NA,NA,-6.6764627,-2.8869286,-5.6656222,5.4045253,-0.99557,-11.279422,NA,5.8351469,NA,NA,1.9751822,NA,NA,-0.35944939,-0.38912138,-0.49791721,NA,-0.27241662,NA,NA,1.5636121,NA,NA,2.7575762,NA,NA,-1.7273154,-1.0128669,-1.6389149,2.6374502,NA,-3.6870782,0.28681037,1.6038923,NA,NA,NA,0.13088052,NA,-0.50085551,NA,-0.45818955,NA,NA,-0.50521827,-0.11238973,0.99628419,NA,NA,-3.5957115,NA,NA,NA,2.4421687,3.6175308,NA,NA,NA,NA,NA,NA,0.81462675,5.6655054,0.27406406,NA,-1.3348604,-2.6291509,-4.3113656,1.430405,NA,-2.8275185,NA,2.1906297,NA,NA,NA,NA,NA,-6.5461073,-4.5436492,-7.6923342,6.0305367,-0.60030818,-12.094432,NA,3.8932381,NA,NA,NA,NA,NA,6.3446727,5.542345,13.487974,NA,NA,7.3402076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.8823724,NA,NA,NA,-0.82692057,-3.2198374,NA,NA,NA,NA,2.5910902,0.45846751,NA,NA,NA,NA,-7.0954647,-2.8134663,-5.4167762,7.0481625,-1.0504359,-12.808637,NA,5.7750154,NA,NA,NA,NA,NA,NA,0.42980111,0.97207993,NA,-0.17918047,0.46713838,NA,1.0594964,NA,NA,NA,NA,NA,-1.3540877,-0.7220844,-2.1431885,0.82993746,-0.39750308,-1.6217408,NA,3.3495891,0.21844877,NA,NA,0.38682598,0.36686572,-9.3570976,-5.3727012,-13.194666,6.0811892,NA,-14.420218,NA,4.5132113,NA,NA,NA,0.060847122,NA,0.60764134,0.33610564,0.48358181,-1.6570222,NA,1.8948892,NA,NA,NA,NA,NA,0.086094953,-0.062145099,-0.81983,NA,-0.43671381,NA,NA,-0.55099094,NA,0.99629188,NA,NA,NA,0.36454958,NA,-7.0471396,-3.3844235,-8.4264307,4.6189532,-0.71463209,-10.178394,NA,5.7094707,0.32239896,NA,NA,NA,NA,-4.652564,-3.4942522,-6.9380589,1.5968118,NA,-7.6561174,NA,1.2724944,NA,NA,2.0534122,0.11482861,NA,-1.2652581,-0.78690255,-1.7081004,0.86570674,-0.11353416,-1.8749051,NA,1.6395445,NA,NA
